,Metabolite,#,growth_media,growth_system,concentration,concentration_units,error,temperature,strain,growth_status,molecules,molecules_error,reference_text,pubmed_id,internal,Minimal/complex,Carbon source,CS concentration [g/L],LB,UB
210,Putrescine,2,Luria-Bertani (LB) media,Shake flask,281.0,uM,24.0,37 oC,BL21 DE3,Stationary phase cultures (overnight culture),1123600,96000,"Lin, Z., Johnson, L. C., Weissbach, H., Brot, N., Lively, M. O., Lowther, W. T. (2007). ""Free methionine-(R)-sulfoxide reductase from Escherichia coli reveals a new GAF domain function."" Proc Natl Acad Sci U S A 104:9597-9602.",17535911,true,Complex,LB,,257.0,305.0
213,Pyruvate,0,"4.0 g/L Na2SO4; 5.36 g/L (NH4)2SO4; 1.0 g/L NH4Cl; 7.3 g/L K2HPO4; 1.8 g/L NaH2PO4 H2O; 12.0 g/L (NH4)2-H-citrate; 4.0 mL/L MgSO4 (1 M); 6.0 mL/L trace element solution; 0.02 g/L thiamine, 20 g/L glucose","Bioreactor, pH controlled, aerated, dilution rate=0.125 L/h",8050.0,uM,0.0,37 oC,W3110,Mid Log Phase,32200000,0,"Park, C., Park, C., Lee, Y., Lee, S.Y., Oh, H.B., Lee, J. (2011) Determination of the Intracellular Concentration of Metabolites in Escherichia coli Collected during the Exponential and Stationary Growth Phases using Liquid Chromatography-Mass Spectrometry. Bull Korean Chem. Soc. 32: 524-530.",,,Minimal,Glucose,20.0,8050.0,8050.0
214,Pyruvate,1,,,900.0,uM,0.0,,K-12,,3600000,0,"1. Cybercell Database: <a href='http://ccdb.wishartlab.com/CCDB/cgi-bin/STAT_NEW.cgi'>http://ccdb.wishartlab.com/CCDB/cgi-bin/STAT_NEW.cgi</a> <br>
	2. Phillips R., Kondev, J., Theriot, J. (2008) “Physical Biology of the Cell” Garland Science, New York, NY.",,,,,,900.0,900.0
220,Ribose-5-phosphate,2,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose,Shake flask and filter culture,440.0,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,5280000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glucose,4.0,982.9999999999999,1770.0
219,Ribose-5-phosphate,1,Mineral medium,Shake flask,218.33333333333331,uM,14.517384214948798,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,4.0,203.8159491183845,232.85071754828212
218,Ribose-5-phosphate,0,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol,Shake flask and filter culture,340.00000000000006,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,4080000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glycerol,4.0,683.0,1520.0
217,Ribose-5-phosphate,1,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate,Shake flask and filter culture,228.66666666666666,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,2744000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Acetate,4.0,444.0,1060.0
215,Ribose-5-phosphate,0,Mineral medium,Bioreactor,174.83333333333334,uM,18.853506599863888,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,10.0,155.97982673346945,193.68683993319723
216,Ribose-5-phosphate,2,Rich medium,Shake flask,53.5,uM,,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Complex,Rich,,,
224,Ribulose-5-phosphate,1,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol,Shake flask and filter culture,340.00000000000006,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,4080000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glycerol,4.0,683.0,1520.0
223,Ribulose-5-phosphate,2,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate,Shake flask and filter culture,228.66666666666666,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,2744000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Acetate,4.0,444.0,1060.0
222,Ribulose-5-phosphate,0,"48 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O.  4 g/L Gluco","Bioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h",78.2,uM,0.0,37 oC,BW25113,"Stationary Phase, glucose limited",312800,0,"Ishii, N., Nakahigashi, K., Baba, T., Robert, M., Soga, T., Kanai, A., Hirasawa, T., Naba, M., Hirai, K., Hoque, A., Ho, P. Y., Kakazu, Y., Sugawara, K., Igarashi, S., Harada, S., Masuda, T., Sugiyama, N., Togashi, T., Hasegawa, M., Takai, Y., Yugi, K., Arakawa, K., Iwata, N., Toya, Y., Nakayama, Y., Nishioka, T., Shimizu, K., Mori, H., Tomita, M. (2007). ""Multiple high-throughput analyses monitor the response of E. coli to perturbations."" Science 316:593-597.",17379776,,Minimal,Glucose,4.0,78.2,78.2
221,Ribulose-5-phosphate,3,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose,Shake flask and filter culture,440.0,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,5280000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glucose,4.0,982.9999999999999,1770.0
225,Sedoheptulose 7-phosphate,1,Mineral medium,Shake flask,77.16666666666667,uM,7.497338046118618,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,4.0,69.66932862054806,84.66400471278529
226,Sedoheptulose 7-phosphate,2,Rich medium,Shake flask,42.25,uM,,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Complex,Rich,,,
227,Sedoheptulose 7-phosphate,0,Mineral medium,Bioreactor,63.75000000000001,uM,5.239411544566174,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,10.0,58.51058845543383,68.98941154456618
228,Sedoheptulose 7-phosphate,0,Gutnick minimal medium,Bioreactor,882.0,uM,0.0,37,NCM3722,Log-phase,,,"Park et al., 2016, Nat Chem Biol",27159581,,Minimal,Glucose,4.0,0.00084,0.000924
233,Serine,0,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose,Shake flask and filter culture,68.0,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,272000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glucose,4.0,25.700000000000003,180.0
229,Serine,0,Mineral medium,Bioreactor,263.8333333333333,uM,7.074426557051206,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,10.0,256.7589067762821,270.9077598903845
230,Serine,1,Mineral medium,Shake flask,280.8333333333334,uM,25.669848287652798,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,4.0,255.16348504568063,306.5031816209862
231,Serine,2,Rich medium,Shake flask,180.0,uM,,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Complex,Rich,,,
232,Serine,4,Luria-Bertani (LB) media,Shake flask,47.6,uM,3.99,37 oC,BL21 DE3,Stationary phase cultures (overnight culture),190400,15980,"Lin, Z., Johnson, L. C., Weissbach, H., Brot, N., Lively, M. O., Lowther, W. T. (2007). ""Free methionine-(R)-sulfoxide reductase from Escherichia coli reveals a new GAF domain function."" Proc Natl Acad Sci U S A 104:9597-9602.",17535911,true,Complex,LB,,43.61,51.59
234,Serine,1,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol,Shake flask and filter culture,150.0,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,600000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glycerol,4.0,52.599999999999994,427.0
235,Serine,2,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate,Shake flask and filter culture,95.5,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,382000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Acetate,4.0,35.4,258.0
236,Serine,3,"48 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O.  4 g/L Gluco","Bioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h",343.0,uM,0.0,37 oC,BW25113,"Stationary Phase, glucose limited",1372000,0,"Ishii, N., Nakahigashi, K., Baba, T., Robert, M., Soga, T., Kanai, A., Hirasawa, T., Naba, M., Hirai, K., Hoque, A., Ho, P. Y., Kakazu, Y., Sugawara, K., Igarashi, S., Harada, S., Masuda, T., Sugiyama, N., Togashi, T., Hasegawa, M., Takai, Y., Yugi, K., Arakawa, K., Iwata, N., Toya, Y., Nakayama, Y., Nishioka, T., Shimizu, K., Mori, H., Tomita, M. (2007). ""Multiple high-throughput analyses monitor the response of E. coli to perturbations."" Science 316:593-597.",17379776,,Minimal,Glucose,4.0,343.0,343.0
237,Shikimate,0,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose,Shake flask and filter culture,14.1,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,56400,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glucose,4.0,7.02,28.099999999999998
238,Succinate,2,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate,Shake flask and filter culture,923.0,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,3692000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Acetate,4.0,390.0,2190.0
239,Succinate,1,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol,Shake flask and filter culture,1140.0,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,4560000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glycerol,4.0,626.0,2090.0
240,Succinate,0,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose,Shake flask and filter culture,569.0,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,2276000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glucose,4.0,341.0,949.0
241,Succinate,3,Luria-Bertani (LB) media,Shake flask,1602.0,uM,123.0,37 oC,BL21 DE3,Stationary phase cultures (overnight culture),6408000,492000,"Lin, Z., Johnson, L. C., Weissbach, H., Brot, N., Lively, M. O., Lowther, W. T. (2007). ""Free methionine-(R)-sulfoxide reductase from Escherichia coli reveals a new GAF domain function."" Proc Natl Acad Sci U S A 104:9597-9602.",17535911,true,Complex,LB,,1479.0,1725.0
242,Succinate,0,Mineral medium,Bioreactor,1781.6666666666667,uM,127.81811730389053,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,10.0,1653.848549362776,1909.4847839705574
243,Succinate,1,Mineral medium,Shake flask,1841.6666666666667,uM,310.3333333333334,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,4.0,1531.3333333333333,2152.0
244,Succinate,2,Rich medium,Shake flask,2350.0,uM,,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Complex,Rich,,,
247,Threonine,0,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose,Shake flask and filter culture,179.0,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,716000,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glucose,4.0,174.0,185.0
245,Threonine,1,Mineral medium,Shake flask,222.50000000000003,uM,27.86257944507888,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,4.0,194.63742055492116,250.3625794450789
246,Threonine,2,Rich medium,Shake flask,5625.0,uM,,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Complex,Rich,,,
250,Threonine,0,Mineral medium,Bioreactor,231.50000000000003,uM,46.09473867301267,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,10.0,185.40526132698736,277.59473867301267
248,Threonine,1,"48 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O.  4 g/L Gluco","Bioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h",147.0,uM,0.0,37 oC,BW25113,"Stationary Phase, glucose limited",588000,0,"Ishii, N., Nakahigashi, K., Baba, T., Robert, M., Soga, T., Kanai, A., Hirasawa, T., Naba, M., Hirai, K., Hoque, A., Ho, P. Y., Kakazu, Y., Sugawara, K., Igarashi, S., Harada, S., Masuda, T., Sugiyama, N., Togashi, T., Hasegawa, M., Takai, Y., Yugi, K., Arakawa, K., Iwata, N., Toya, Y., Nakayama, Y., Nishioka, T., Shimizu, K., Mori, H., Tomita, M. (2007). ""Multiple high-throughput analyses monitor the response of E. coli to perturbations."" Science 316:593-597.",17379776,,Minimal,Glucose,4.0,147.0,147.0
249,Threonine,2,Luria-Bertani (LB) media,Shake flask,125.67,uM,1.21,37 oC,BL21 DE3,Stationary phase cultures (overnight culture),502667,4839,"Lin, Z., Johnson, L. C., Weissbach, H., Brot, N., Lively, M. O., Lowther, W. T. (2007). ""Free methionine-(R)-sulfoxide reductase from Escherichia coli reveals a new GAF domain function."" Proc Natl Acad Sci U S A 104:9597-9602.",17535911,true,Complex,LB,,124.46000000000001,126.88
252,Trans-aconitate,0,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol,Shake flask and filter culture,47.95,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,383600,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glycerol,4.0,52.7,174.0
251,Trans-aconitate,1,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate,Shake flask and filter culture,36.15,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,289200,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Acetate,4.0,36.6,143.0
253,Tryptophan,2,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate,Shake flask and filter culture,20.5,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,82400,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Acetate,4.0,12.6,33.300000000000004
257,Tryptophan,1,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol,Shake flask and filter culture,23.6,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,94400,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glycerol,4.0,18.7,29.8
254,Tryptophan,2,Rich medium,Shake flask,1322.5,uM,,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Complex,Rich,,,
260,Tryptophan,3,"48 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O.  4 g/L Gluco","Bioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h",9.39,uM,0.0,37 oC,BW25113,"Stationary Phase, glucose limited",37560,0,"Ishii, N., Nakahigashi, K., Baba, T., Robert, M., Soga, T., Kanai, A., Hirasawa, T., Naba, M., Hirai, K., Hoque, A., Ho, P. Y., Kakazu, Y., Sugawara, K., Igarashi, S., Harada, S., Masuda, T., Sugiyama, N., Togashi, T., Hasegawa, M., Takai, Y., Yugi, K., Arakawa, K., Iwata, N., Toya, Y., Nakayama, Y., Nishioka, T., Shimizu, K., Mori, H., Tomita, M. (2007). ""Multiple high-throughput analyses monitor the response of E. coli to perturbations."" Science 316:593-597.",17379776,,Minimal,Glucose,4.0,9.39,9.39
259,Tryptophan,4,Luria-Bertani (LB) media,Shake flask,13.57,uM,1.23,37 oC,BL21 DE3,Stationary phase cultures (overnight culture),54267,4937,"Lin, Z., Johnson, L. C., Weissbach, H., Brot, N., Lively, M. O., Lowther, W. T. (2007). ""Free methionine-(R)-sulfoxide reductase from Escherichia coli reveals a new GAF domain function."" Proc Natl Acad Sci U S A 104:9597-9602.",17535911,true,Complex,LB,,12.34,14.8
258,Tryptophan,0,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose,Shake flask and filter culture,12.1,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,48400,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glucose,4.0,11.399999999999999,12.9
255,Tryptophan,1,Mineral medium,Shake flask,22.5,uM,2.728204537786711,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,4.0,19.77179546221329,25.22820453778671
256,Tryptophan,0,Mineral medium,Bioreactor,33.21666666666666,uM,10.188596653994002,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,10.0,23.028070012672657,43.405263320660666
268,Tyrosine,4,Luria-Bertani (LB) media,Shake flask,76.8,uM,6.24,37 oC,BL21 DE3,Stationary phase cultures (overnight culture),307200,24954,"Lin, Z., Johnson, L. C., Weissbach, H., Brot, N., Lively, M. O., Lowther, W. T. (2007). ""Free methionine-(R)-sulfoxide reductase from Escherichia coli reveals a new GAF domain function."" Proc Natl Acad Sci U S A 104:9597-9602.",17535911,true,Complex,LB,,70.56,83.03999999999999
261,Tyrosine,3,"48 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O.  4 g/L Gluco","Bioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h",37.8,uM,0.0,37 oC,BW25113,"Stationary Phase, glucose limited",151200,0,"Ishii, N., Nakahigashi, K., Baba, T., Robert, M., Soga, T., Kanai, A., Hirasawa, T., Naba, M., Hirai, K., Hoque, A., Ho, P. Y., Kakazu, Y., Sugawara, K., Igarashi, S., Harada, S., Masuda, T., Sugiyama, N., Togashi, T., Hasegawa, M., Takai, Y., Yugi, K., Arakawa, K., Iwata, N., Toya, Y., Nakayama, Y., Nishioka, T., Shimizu, K., Mori, H., Tomita, M. (2007). ""Multiple high-throughput analyses monitor the response of E. coli to perturbations."" Science 316:593-597.",17379776,,Minimal,Glucose,4.0,37.8,37.8
262,Tyrosine,1,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol,Shake flask and filter culture,87.39999999999999,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,349600,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glycerol,4.0,48.900000000000006,156.0
263,Tyrosine,0,Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose,Shake flask and filter culture,28.900000000000002,uM,0.0,37 oC,K12 NCM3722,Mid-Log Phase,115600,0,"Bennett, B. D., Kimball, E. H., Gao, M., Osterhout, R., Van Dien, S. J., Rabinowitz, J. D. (2009). ""Absolute metabolite concentrations and implied enzyme active site occupancy in Escherichia coli."" Nat Chem Biol 5:593-599.",19561621,,Minimal,Glucose,4.0,18.7,44.7
264,Tyrosine,0,Mineral medium,Bioreactor,132.51666666666668,uM,11.460880148478038,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,10.0,121.05578651818864,143.9775468151447
265,Tyrosine,1,Mineral medium,Shake flask,155.0,uM,15.751296242955174,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Minimal,Glucose,4.0,139.24870375704484,170.75129624295516
266,Tyrosine,2,Rich medium,Shake flask,1605.0,uM,,37,K12 MG1655,Log-phase,,,"Thorfinnsdottir et al., 2023, Metabolites",36837769,,Complex,Rich,,,
