Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint,OD
5.27,Butyric acid,D-Ribose,Enterobacter,2,28,0.3116
0.244,Methionine,D-Ribose,Enterobacter,2,28,0.3116
0,Putrescine,D-Ribose,Enterobacter,2,28,0.3116
15.1,Propionic acid,D-Ribose,Enterobacter,2,28,0.3116
252,Succinic acid,D-Ribose,Enterobacter,2,28,0.3116
1,Valeric acid,D-Ribose,Enterobacter,2,28,0.3116
1.01,Pyruvic acid,D-Ribose,Enterobacter,2,28,0.3116
0,Glycine,D-Ribose,Enterobacter,2,28,0.3116
5.75,Citric acid,D-Ribose,Enterobacter,2,28,0.3116
0.296,Hippuric acid,D-Ribose,Enterobacter,2,28,0.3116
0,Alanine,D-Ribose,Enterobacter,1,48,0.2805
0,Valine,D-Ribose,Enterobacter,1,48,0.2805
0,Glycine,D-Ribose,Enterobacter,1,48,0.2805
4.81,beta-Hydroxybutyric acid,D-Ribose,Enterobacter,1,48,0.2805
17.2,Propionic acid,D-Ribose,Enterobacter,1,48,0.2805
0,alpha-Ketoglutaric acid,D-Ribose,Enterobacter,1,48,0.2805
0,Putrescine,D-Ribose,Enterobacter,1,48,0.2805
1.94,Serine,D-Ribose,Enterobacter,1,48,0.2805
0,Pyruvic acid,D-Ribose,Enterobacter,1,48,0.2805
5.79,Butyric acid,D-Ribose,Enterobacter,1,48,0.2805
0.245,Methionine,D-Ribose,Enterobacter,1,48,0.2805
12.6,Acetyl-ornithine,D-Ribose,Enterobacter,1,48,0.2805
5120,Acetic acid,D-Ribose,Enterobacter,1,48,0.2805
1.06,Valeric acid,D-Ribose,Enterobacter,1,48,0.2805
207,Succinic acid,D-Ribose,Enterobacter,1,48,0.2805
415,Lactic acid,D-Ribose,Enterobacter,1,48,0.2805
0.317,Hippuric acid,D-Ribose,Enterobacter,1,48,0.2805
0,Asparagine,D-Ribose,Enterobacter,1,48,0.2805
8.3,Citric acid,D-Ribose,Enterobacter,1,48,0.2805
22.8,Fumaric acid,D-Ribose,Enterobacter,1,48,0.2805
1.79,Serine,D-Ribose,Enterobacter,2,48,0.2944
0,Asparagine,D-Ribose,Enterobacter,2,48,0.2944
400,Lactic acid,D-Ribose,Enterobacter,2,48,0.2944
0,Valine,D-Ribose,Enterobacter,2,48,0.2944
9.27,Citric acid,D-Ribose,Enterobacter,2,48,0.2944
0,Pyruvic acid,D-Ribose,Enterobacter,2,48,0.2944
0,alpha-Ketoglutaric acid,D-Ribose,Enterobacter,2,48,0.2944
5.73,beta-Hydroxybutyric acid,D-Ribose,Enterobacter,2,48,0.2944
0,Alanine,D-Ribose,Enterobacter,2,48,0.2944
5870,Acetic acid,D-Ribose,Enterobacter,2,48,0.2944
1.1,Valeric acid,D-Ribose,Enterobacter,2,48,0.2944
0,Putrescine,D-Ribose,Enterobacter,2,48,0.2944
14.4,Acetyl-ornithine,D-Ribose,Enterobacter,2,48,0.2944
238,Succinic acid,D-Ribose,Enterobacter,2,48,0.2944
16.6,Propionic acid,D-Ribose,Enterobacter,2,48,0.2944
0.247,Hippuric acid,D-Ribose,Enterobacter,2,48,0.2944
5.24,Butyric acid,D-Ribose,Enterobacter,2,48,0.2944
28.8,Fumaric acid,D-Ribose,Enterobacter,2,48,0.2944
0,Glycine,D-Ribose,Enterobacter,2,48,0.2944
0.145,Methionine,D-Ribose,Enterobacter,2,48,0.2944
1.7,beta-Hydroxybutyric acid,L-Arabinose,Ecoli,1,28,0.1147
46.1,Succinic acid,L-Arabinose,Ecoli,1,28,0.1147
0.79,Serine,L-Arabinose,Ecoli,1,28,0.1147
0,Alanine,L-Arabinose,Ecoli,1,28,0.1147
209,Pyruvic acid,L-Arabinose,Ecoli,1,28,0.1147
0,alpha-Ketoglutaric acid,L-Arabinose,Ecoli,1,28,0.1147
0,Asparagine,L-Arabinose,Ecoli,1,28,0.1147
1.89,Valine,L-Arabinose,Ecoli,1,28,0.1147
22.3,Propionic acid,L-Arabinose,Ecoli,1,28,0.1147
2850,Acetic acid,L-Arabinose,Ecoli,1,28,0.1147
139,Lactic acid,L-Arabinose,Ecoli,1,28,0.1147
0,Glycine,L-Arabinose,Ecoli,1,28,0.1147
1.64,Valeric acid,L-Arabinose,Ecoli,1,28,0.1147
1.33,Acetyl-ornithine,L-Arabinose,Ecoli,1,28,0.1147
8.71,Fumaric acid,L-Arabinose,Ecoli,1,28,0.1147
0.292,Hippuric acid,L-Arabinose,Ecoli,1,28,0.1147
1.36,Putrescine,L-Arabinose,Ecoli,1,28,0.1147
0.113,Methionine,L-Arabinose,Ecoli,1,28,0.1147
4.93,Butyric acid,L-Arabinose,Ecoli,1,28,0.1147
2.4,Citric acid,L-Arabinose,Ecoli,1,28,0.1147
1.42,beta-Hydroxybutyric acid,L-Arabinose,Ecoli,2,28,0.105
12.4,Succinic acid,L-Arabinose,Ecoli,2,28,0.105
0.44,Valine,L-Arabinose,Ecoli,2,28,0.105
0,Alanine,L-Arabinose,Ecoli,2,28,0.105
0,Asparagine,L-Arabinose,Ecoli,2,28,0.105
0,Lactic acid,L-Arabinose,Ecoli,2,28,0.105
0,Serine,L-Arabinose,Ecoli,2,28,0.105
0,Glycine,L-Arabinose,Ecoli,2,28,0.105
21.7,Propionic acid,L-Arabinose,Ecoli,2,28,0.105
82.2,Pyruvic acid,L-Arabinose,Ecoli,2,28,0.105
6.71,Butyric acid,L-Arabinose,Ecoli,2,28,0.105
2.3,Fumaric acid,L-Arabinose,Ecoli,2,28,0.105
1.41,Valeric acid,L-Arabinose,Ecoli,2,28,0.105
2.04,Citric acid,L-Arabinose,Ecoli,2,28,0.105
1700,Acetic acid,L-Arabinose,Ecoli,2,28,0.105
1.16,Acetyl-ornithine,L-Arabinose,Ecoli,2,28,0.105
0.38,Hippuric acid,L-Arabinose,Ecoli,2,28,0.105
0,alpha-Ketoglutaric acid,L-Arabinose,Ecoli,2,28,0.105
1.45,Putrescine,L-Arabinose,Ecoli,2,28,0.105
0.233,Methionine,L-Arabinose,Ecoli,2,28,0.105
25.6,Valine,L-Arabinose,Ecoli,1,48,0.1549
1.3,Putrescine,L-Arabinose,Ecoli,1,48,0.1549
4.14,beta-Hydroxybutyric acid,L-Arabinose,Ecoli,1,48,0.1549
2.98,Serine,L-Arabinose,Ecoli,1,48,0.1549
306,Succinic acid,L-Arabinose,Ecoli,1,48,0.1549
0,alpha-Ketoglutaric acid,L-Arabinose,Ecoli,1,48,0.1549
29.9,Acetyl-ornithine,L-Arabinose,Ecoli,1,48,0.1549
40.8,Alanine,L-Arabinose,Ecoli,1,48,0.1549
0,Pyruvic acid,L-Arabinose,Ecoli,1,48,0.1549
6.05,Butyric acid,L-Arabinose,Ecoli,1,48,0.1549
840,Lactic acid,L-Arabinose,Ecoli,1,48,0.1549
58.6,Fumaric acid,L-Arabinose,Ecoli,1,48,0.1549
40.3,Propionic acid,L-Arabinose,Ecoli,1,48,0.1549
3.63,Citric acid,L-Arabinose,Ecoli,1,48,0.1549
0.152,Methionine,L-Arabinose,Ecoli,1,48,0.1549
0,Glycine,L-Arabinose,Ecoli,1,48,0.1549
0,Asparagine,L-Arabinose,Ecoli,1,48,0.1549
5710,Acetic acid,L-Arabinose,Ecoli,1,48,0.1549
1.92,Valeric acid,L-Arabinose,Ecoli,1,48,0.1549
0.456,Hippuric acid,L-Arabinose,Ecoli,1,48,0.1549
3.35,Serine,L-Arabinose,Ecoli,2,48,0.2032
1130,Lactic acid,L-Arabinose,Ecoli,2,48,0.2032
87,Alanine,L-Arabinose,Ecoli,2,48,0.2032
0,alpha-Ketoglutaric acid,L-Arabinose,Ecoli,2,48,0.2032
3.7,beta-Hydroxybutyric acid,L-Arabinose,Ecoli,2,48,0.2032
35.5,Propionic acid,L-Arabinose,Ecoli,2,48,0.2032
312,Succinic acid,L-Arabinose,Ecoli,2,48,0.2032
6.58,Butyric acid,L-Arabinose,Ecoli,2,48,0.2032
4.73,Glycine,L-Arabinose,Ecoli,2,48,0.2032
21.3,Acetyl-ornithine,L-Arabinose,Ecoli,2,48,0.2032
0.378,Pyruvic acid,L-Arabinose,Ecoli,2,48,0.2032
3.16,Citric acid,L-Arabinose,Ecoli,2,48,0.2032
42.9,Fumaric acid,L-Arabinose,Ecoli,2,48,0.2032
22.4,Valine,L-Arabinose,Ecoli,2,48,0.2032
0,Asparagine,L-Arabinose,Ecoli,2,48,0.2032
5650,Acetic acid,L-Arabinose,Ecoli,2,48,0.2032
1.36,Putrescine,L-Arabinose,Ecoli,2,48,0.2032
0.362,Hippuric acid,L-Arabinose,Ecoli,2,48,0.2032
0.0953,Methionine,L-Arabinose,Ecoli,2,48,0.2032
1.77,Valeric acid,L-Arabinose,Ecoli,2,48,0.2032
0,Alanine,L-Arabinose,Enterobacter,1,28,0.1571
36.5,Pyruvic acid,L-Arabinose,Enterobacter,1,28,0.1571
0,Valine,L-Arabinose,Enterobacter,1,28,0.1571
0,Glycine,L-Arabinose,Enterobacter,1,28,0.1571
7.07,Fumaric acid,L-Arabinose,Enterobacter,1,28,0.1571
1.16,Serine,L-Arabinose,Enterobacter,1,28,0.1571
17.9,Propionic acid,L-Arabinose,Enterobacter,1,28,0.1571
4.94,beta-Hydroxybutyric acid,L-Arabinose,Enterobacter,1,28,0.1571
0.0899,Putrescine,L-Arabinose,Enterobacter,1,28,0.1571
1.81,Acetyl-ornithine,L-Arabinose,Enterobacter,1,28,0.1571
0.348,Hippuric acid,L-Arabinose,Enterobacter,1,28,0.1571
182,Lactic acid,L-Arabinose,Enterobacter,1,28,0.1571
0.257,Methionine,L-Arabinose,Enterobacter,1,28,0.1571
6.53,Butyric acid,L-Arabinose,Enterobacter,1,28,0.1571
3600,Acetic acid,L-Arabinose,Enterobacter,1,28,0.1571
0.0925,alpha-Ketoglutaric acid,L-Arabinose,Enterobacter,1,28,0.1571
61.1,Succinic acid,L-Arabinose,Enterobacter,1,28,0.1571
1.61,Citric acid,L-Arabinose,Enterobacter,1,28,0.1571
0,Asparagine,L-Arabinose,Enterobacter,1,28,0.1571
1.29,Valeric acid,L-Arabinose,Enterobacter,1,28,0.1571
0,Valine,L-Arabinose,Enterobacter,2,28,0.1714
0,Alanine,L-Arabinose,Enterobacter,2,28,0.1714
52.2,Succinic acid,L-Arabinose,Enterobacter,2,28,0.1714
0,Serine,L-Arabinose,Enterobacter,2,28,0.1714
16.9,Propionic acid,L-Arabinose,Enterobacter,2,28,0.1714
0,Glycine,L-Arabinose,Enterobacter,2,28,0.1714
6.26,Fumaric acid,L-Arabinose,Enterobacter,2,28,0.1714
0.117,Putrescine,L-Arabinose,Enterobacter,2,28,0.1714
3.1,Acetyl-ornithine,L-Arabinose,Enterobacter,2,28,0.1714
0,Asparagine,L-Arabinose,Enterobacter,2,28,0.1714
173,Lactic acid,L-Arabinose,Enterobacter,2,28,0.1714
0,Methionine,L-Arabinose,Enterobacter,2,28,0.1714
1.1,Valeric acid,L-Arabinose,Enterobacter,2,28,0.1714
6.14,Butyric acid,L-Arabinose,Enterobacter,2,28,0.1714
0.148,alpha-Ketoglutaric acid,L-Arabinose,Enterobacter,2,28,0.1714
0.378,Hippuric acid,L-Arabinose,Enterobacter,2,28,0.1714
37.7,Pyruvic acid,L-Arabinose,Enterobacter,2,28,0.1714
4010,Acetic acid,L-Arabinose,Enterobacter,2,28,0.1714
5.75,beta-Hydroxybutyric acid,L-Arabinose,Enterobacter,2,28,0.1714
1.63,Citric acid,L-Arabinose,Enterobacter,2,28,0.1714
13.7,beta-Hydroxybutyric acid,L-Arabinose,Enterobacter,1,48,0.2348
0,Pyruvic acid,L-Arabinose,Enterobacter,1,48,0.2348
1.51,Serine,L-Arabinose,Enterobacter,1,48,0.2348
121,Lactic acid,L-Arabinose,Enterobacter,1,48,0.2348
0,Valine,L-Arabinose,Enterobacter,1,48,0.2348
0,Alanine,L-Arabinose,Enterobacter,1,48,0.2348
58.4,Succinic acid,L-Arabinose,Enterobacter,1,48,0.2348
6.83,Butyric acid,L-Arabinose,Enterobacter,1,48,0.2348
10.6,Fumaric acid,L-Arabinose,Enterobacter,1,48,0.2348
0,Glycine,L-Arabinose,Enterobacter,1,48,0.2348
0.539,Asparagine,L-Arabinose,Enterobacter,1,48,0.2348
19.1,Propionic acid,L-Arabinose,Enterobacter,1,48,0.2348
0.142,Methionine,L-Arabinose,Enterobacter,1,48,0.2348
0,alpha-Ketoglutaric acid,L-Arabinose,Enterobacter,1,48,0.2348
4260,Acetic acid,L-Arabinose,Enterobacter,1,48,0.2348
6.91,Citric acid,L-Arabinose,Enterobacter,1,48,0.2348
9.63,Acetyl-ornithine,L-Arabinose,Enterobacter,1,48,0.2348
0.426,Hippuric acid,L-Arabinose,Enterobacter,1,48,0.2348
1.24,Valeric acid,L-Arabinose,Enterobacter,1,48,0.2348
0,Putrescine,L-Arabinose,Enterobacter,1,48,0.2348
0,Alanine,L-Arabinose,Enterobacter,2,48,0.2771
74.9,Succinic acid,L-Arabinose,Enterobacter,2,48,0.2771
1.32,Glycine,L-Arabinose,Enterobacter,2,48,0.2771
6.85,Acetyl-ornithine,L-Arabinose,Enterobacter,2,48,0.2771
0,Pyruvic acid,L-Arabinose,Enterobacter,2,48,0.2771
0,alpha-Ketoglutaric acid,L-Arabinose,Enterobacter,2,48,0.2771
14.2,beta-Hydroxybutyric acid,L-Arabinose,Enterobacter,2,48,0.2771
20.5,Propionic acid,L-Arabinose,Enterobacter,2,48,0.2771
7.14,Butyric acid,L-Arabinose,Enterobacter,2,48,0.2771
0,Putrescine,L-Arabinose,Enterobacter,2,48,0.2771
0,Valine,L-Arabinose,Enterobacter,2,48,0.2771
0,Asparagine,L-Arabinose,Enterobacter,2,48,0.2771
4720,Acetic acid,L-Arabinose,Enterobacter,2,48,0.2771
0.221,Methionine,L-Arabinose,Enterobacter,2,48,0.2771
0.337,Hippuric acid,L-Arabinose,Enterobacter,2,48,0.2771
1.21,Serine,L-Arabinose,Enterobacter,2,48,0.2771
13.4,Fumaric acid,L-Arabinose,Enterobacter,2,48,0.2771
7.3,Citric acid,L-Arabinose,Enterobacter,2,48,0.2771
154,Lactic acid,L-Arabinose,Enterobacter,2,48,0.2771
1.06,Valeric acid,L-Arabinose,Enterobacter,2,48,0.2771
5.82,Propionic acid,Glycerol,Ecoli,1,16,0.0071
0,Valine,Glycerol,Ecoli,1,16,0.0071
0.151,Succinic acid,Glycerol,Ecoli,1,16,0.0071
0,Alanine,Glycerol,Ecoli,1,16,0.0071
0,beta-Hydroxybutyric acid,Glycerol,Ecoli,1,16,0.0071
2.78,Glycine,Glycerol,Ecoli,1,16,0.0071
0,Lactic acid,Glycerol,Ecoli,1,16,0.0071
0.0113,Putrescine,Glycerol,Ecoli,1,16,0.0071
0,Serine,Glycerol,Ecoli,1,16,0.0071
0,alpha-Ketoglutaric acid,Glycerol,Ecoli,1,16,0.0071
0.136,Methionine,Glycerol,Ecoli,1,16,0.0071
0,Acetyl-ornithine,Glycerol,Ecoli,1,16,0.0071
0.922,Butyric acid,Glycerol,Ecoli,1,16,0.0071
0,Pyruvic acid,Glycerol,Ecoli,1,16,0.0071
0.142,Fumaric acid,Glycerol,Ecoli,1,16,0.0071
0,Hippuric acid,Glycerol,Ecoli,1,16,0.0071
0.5,Asparagine,Glycerol,Ecoli,1,16,0.0071
0.459,Citric acid,Glycerol,Ecoli,1,16,0.0071
390,Acetic acid,Glycerol,Ecoli,1,16,0.0071
0.347,Valeric acid,Glycerol,Ecoli,1,16,0.0071
0,Serine,Glycerol,Ecoli,2,16,0.0145
0.234,Asparagine,Glycerol,Ecoli,2,16,0.0145
0,Lactic acid,Glycerol,Ecoli,2,16,0.0145
0,beta-Hydroxybutyric acid,Glycerol,Ecoli,2,16,0.0145
0,Alanine,Glycerol,Ecoli,2,16,0.0145
0,alpha-Ketoglutaric acid,Glycerol,Ecoli,2,16,0.0145
0,Putrescine,Glycerol,Ecoli,2,16,0.0145
0,Valine,Glycerol,Ecoli,2,16,0.0145
0.45,Citric acid,Glycerol,Ecoli,2,16,0.0145
1.29,Butyric acid,Glycerol,Ecoli,2,16,0.0145
0,Methionine,Glycerol,Ecoli,2,16,0.0145
0,Acetyl-ornithine,Glycerol,Ecoli,2,16,0.0145
8.85,Propionic acid,Glycerol,Ecoli,2,16,0.0145
2.56,Glycine,Glycerol,Ecoli,2,16,0.0145
0,Hippuric acid,Glycerol,Ecoli,2,16,0.0145
0.483,Valeric acid,Glycerol,Ecoli,2,16,0.0145
0.139,Succinic acid,Glycerol,Ecoli,2,16,0.0145
0.134,Fumaric acid,Glycerol,Ecoli,2,16,0.0145
0,Pyruvic acid,Glycerol,Ecoli,2,16,0.0145
405,Acetic acid,Glycerol,Ecoli,2,16,0.0145
0.344,beta-Hydroxybutyric acid,Glycerol,Ecoli,1,28,0.0289
0,Valine,Glycerol,Ecoli,1,28,0.0289
1.17,Citric acid,Glycerol,Ecoli,1,28,0.0289
0,Serine,Glycerol,Ecoli,1,28,0.0289
0,Lactic acid,Glycerol,Ecoli,1,28,0.0289
0.164,Fumaric acid,Glycerol,Ecoli,1,28,0.0289
2.94,Glycine,Glycerol,Ecoli,1,28,0.0289
1060,Acetic acid,Glycerol,Ecoli,1,28,0.0289
0,alpha-Ketoglutaric acid,Glycerol,Ecoli,1,28,0.0289
0.0973,Putrescine,Glycerol,Ecoli,1,28,0.0289
0.616,Butyric acid,Glycerol,Ecoli,1,28,0.0289
0,Alanine,Glycerol,Ecoli,1,28,0.0289
0,Asparagine,Glycerol,Ecoli,1,28,0.0289
0.0527,Methionine,Glycerol,Ecoli,1,28,0.0289
0.406,Acetyl-ornithine,Glycerol,Ecoli,1,28,0.0289
11.9,Propionic acid,Glycerol,Ecoli,1,28,0.0289
0.632,Succinic acid,Glycerol,Ecoli,1,28,0.0289
0.629,Valeric acid,Glycerol,Ecoli,1,28,0.0289
0,Pyruvic acid,Glycerol,Ecoli,1,28,0.0289
0,Hippuric acid,Glycerol,Ecoli,1,28,0.0289
0,Alanine,Glycerol,Ecoli,2,28,0.0438
0,Valine,Glycerol,Ecoli,2,28,0.0438
12.1,Propionic acid,Glycerol,Ecoli,2,28,0.0438
2.73,Glycine,Glycerol,Ecoli,2,28,0.0438
0,Pyruvic acid,Glycerol,Ecoli,2,28,0.0438
0,beta-Hydroxybutyric acid,Glycerol,Ecoli,2,28,0.0438
0.207,Fumaric acid,Glycerol,Ecoli,2,28,0.0438
0,Serine,Glycerol,Ecoli,2,28,0.0438
0,Lactic acid,Glycerol,Ecoli,2,28,0.0438
0.121,Putrescine,Glycerol,Ecoli,2,28,0.0438
0.415,Acetyl-ornithine,Glycerol,Ecoli,2,28,0.0438
0,Hippuric acid,Glycerol,Ecoli,2,28,0.0438
836,Acetic acid,Glycerol,Ecoli,2,28,0.0438
0.0707,Methionine,Glycerol,Ecoli,2,28,0.0438
0,alpha-Ketoglutaric acid,Glycerol,Ecoli,2,28,0.0438
0.849,Succinic acid,Glycerol,Ecoli,2,28,0.0438
1.49,Butyric acid,Glycerol,Ecoli,2,28,0.0438
0,Asparagine,Glycerol,Ecoli,2,28,0.0438
0.939,Citric acid,Glycerol,Ecoli,2,28,0.0438
0.726,Valeric acid,Glycerol,Ecoli,2,28,0.0438
0,Alanine,Glycerol,Ecoli,1,48,0.1098
2.12,Succinic acid,Glycerol,Ecoli,1,48,0.1098
52.2,Glycine,Glycerol,Ecoli,1,48,0.1098
0.676,Asparagine,Glycerol,Ecoli,1,48,0.1098
0,Hippuric acid,Glycerol,Ecoli,1,48,0.1098
0,Serine,Glycerol,Ecoli,1,48,0.1098
3.68,beta-Hydroxybutyric acid,Glycerol,Ecoli,1,48,0.1098
16.4,Pyruvic acid,Glycerol,Ecoli,1,48,0.1098
40.8,Propionic acid,Glycerol,Ecoli,1,48,0.1098
0.764,Putrescine,Glycerol,Ecoli,1,48,0.1098
1.67,Valine,Glycerol,Ecoli,1,48,0.1098
3200,Acetic acid,Glycerol,Ecoli,1,48,0.1098
1.9,Valeric acid,Glycerol,Ecoli,1,48,0.1098
0.193,Methionine,Glycerol,Ecoli,1,48,0.1098
6.47,Acetyl-ornithine,Glycerol,Ecoli,1,48,0.1098
0,Lactic acid,Glycerol,Ecoli,1,48,0.1098
0.632,Fumaric acid,Glycerol,Ecoli,1,48,0.1098
6.51,Citric acid,Glycerol,Ecoli,1,48,0.1098
0,alpha-Ketoglutaric acid,Glycerol,Ecoli,1,48,0.1098
1.81,Butyric acid,Glycerol,Ecoli,1,48,0.1098
0,Serine,Glycerol,Ecoli,2,48,0.096
2.61,Butyric acid,Glycerol,Ecoli,2,48,0.096
2.42,Citric acid,Glycerol,Ecoli,2,48,0.096
0,Valine,Glycerol,Ecoli,2,48,0.096
0,Pyruvic acid,Glycerol,Ecoli,2,48,0.096
1.72,Succinic acid,Glycerol,Ecoli,2,48,0.096
1.28,beta-Hydroxybutyric acid,Glycerol,Ecoli,2,48,0.096
0.348,Fumaric acid,Glycerol,Ecoli,2,48,0.096
0,Asparagine,Glycerol,Ecoli,2,48,0.096
1900,Acetic acid,Glycerol,Ecoli,2,48,0.096
25.6,Propionic acid,Glycerol,Ecoli,2,48,0.096
0.406,Putrescine,Glycerol,Ecoli,2,48,0.096
2.9,Glycine,Glycerol,Ecoli,2,48,0.096
0,Alanine,Glycerol,Ecoli,2,48,0.096
0.826,Valeric acid,Glycerol,Ecoli,2,48,0.096
0,Hippuric acid,Glycerol,Ecoli,2,48,0.096
0,Lactic acid,Glycerol,Ecoli,2,48,0.096
2.77,Acetyl-ornithine,Glycerol,Ecoli,2,48,0.096
0,alpha-Ketoglutaric acid,Glycerol,Ecoli,2,48,0.096
0,Methionine,Glycerol,Ecoli,2,48,0.096
0,Alanine,Glycerol,Enterobacter,1,16,0.2156
0,Serine,Glycerol,Enterobacter,1,16,0.2156
0,Pyruvic acid,Glycerol,Enterobacter,1,16,0.2156
0.125,Fumaric acid,Glycerol,Enterobacter,1,16,0.2156
0.266,Acetyl-ornithine,Glycerol,Enterobacter,1,16,0.2156
7.15,Propionic acid,Glycerol,Enterobacter,1,16,0.2156
0.357,Asparagine,Glycerol,Enterobacter,1,16,0.2156
1.24,Butyric acid,Glycerol,Enterobacter,1,16,0.2156
0,Lactic acid,Glycerol,Enterobacter,1,16,0.2156
2.81,Glycine,Glycerol,Enterobacter,1,16,0.2156
0.654,Succinic acid,Glycerol,Enterobacter,1,16,0.2156
0.176,alpha-Ketoglutaric acid,Glycerol,Enterobacter,1,16,0.2156
0,beta-Hydroxybutyric acid,Glycerol,Enterobacter,1,16,0.2156
0,Valine,Glycerol,Enterobacter,1,16,0.2156
0.955,Citric acid,Glycerol,Enterobacter,1,16,0.2156
837,Acetic acid,Glycerol,Enterobacter,1,16,0.2156
0.141,Methionine,Glycerol,Enterobacter,1,16,0.2156
0.994,Putrescine,Glycerol,Enterobacter,1,16,0.2156
0,Hippuric acid,Glycerol,Enterobacter,1,16,0.2156
0.482,Valeric acid,Glycerol,Enterobacter,1,16,0.2156
1.09,Succinic acid,Glycerol,Enterobacter,2,16,0.196
2.65,Glycine,Glycerol,Enterobacter,2,16,0.196
0,Pyruvic acid,Glycerol,Enterobacter,2,16,0.196
0.143,alpha-Ketoglutaric acid,Glycerol,Enterobacter,2,16,0.196
0,Serine,Glycerol,Enterobacter,2,16,0.196
0,Asparagine,Glycerol,Enterobacter,2,16,0.196
0.834,Butyric acid,Glycerol,Enterobacter,2,16,0.196
0.328,Acetyl-ornithine,Glycerol,Enterobacter,2,16,0.196
0,Alanine,Glycerol,Enterobacter,2,16,0.196
8.54,Propionic acid,Glycerol,Enterobacter,2,16,0.196
0,Lactic acid,Glycerol,Enterobacter,2,16,0.196
0.0971,beta-Hydroxybutyric acid,Glycerol,Enterobacter,2,16,0.196
0,Valine,Glycerol,Enterobacter,2,16,0.196
1.31,Citric acid,Glycerol,Enterobacter,2,16,0.196
1090,Acetic acid,Glycerol,Enterobacter,2,16,0.196
1.35,Putrescine,Glycerol,Enterobacter,2,16,0.196
0,Hippuric acid,Glycerol,Enterobacter,2,16,0.196
0.101,Methionine,Glycerol,Enterobacter,2,16,0.196
0.141,Fumaric acid,Glycerol,Enterobacter,2,16,0.196
0.738,Valeric acid,Glycerol,Enterobacter,2,16,0.196
0,Valine,Glycerol,Enterobacter,1,28,0.2607
2.72,beta-Hydroxybutyric acid,Glycerol,Enterobacter,1,28,0.2607
0,Serine,Glycerol,Enterobacter,1,28,0.2607
7.44,Succinic acid,Glycerol,Enterobacter,1,28,0.2607
158,Lactic acid,Glycerol,Enterobacter,1,28,0.2607
80.4,Pyruvic acid,Glycerol,Enterobacter,1,28,0.2607
1.78,alpha-Ketoglutaric acid,Glycerol,Enterobacter,1,28,0.2607
0.906,Fumaric acid,Glycerol,Enterobacter,1,28,0.2607
2390,Acetic acid,Glycerol,Enterobacter,1,28,0.2607
0,Alanine,Glycerol,Enterobacter,1,28,0.2607
0,Asparagine,Glycerol,Enterobacter,1,28,0.2607
11.9,Propionic acid,Glycerol,Enterobacter,1,28,0.2607
3.18,Glycine,Glycerol,Enterobacter,1,28,0.2607
1.75,Valeric acid,Glycerol,Enterobacter,1,28,0.2607
2.49,Butyric acid,Glycerol,Enterobacter,1,28,0.2607
3.74,Putrescine,Glycerol,Enterobacter,1,28,0.2607
2.86,Acetyl-ornithine,Glycerol,Enterobacter,1,28,0.2607
0,Hippuric acid,Glycerol,Enterobacter,1,28,0.2607
0.0528,Methionine,Glycerol,Enterobacter,1,28,0.2607
14.2,Citric acid,Glycerol,Enterobacter,1,28,0.2607
0,Alanine,Glycerol,Enterobacter,2,28,0.2659
86.3,Pyruvic acid,Glycerol,Enterobacter,2,28,0.2659
0,Serine,Glycerol,Enterobacter,2,28,0.2659
3.03,Glycine,Glycerol,Enterobacter,2,28,0.2659
141,Lactic acid,Glycerol,Enterobacter,2,28,0.2659
0.841,Fumaric acid,Glycerol,Enterobacter,2,28,0.2659
3.68,beta-Hydroxybutyric acid,Glycerol,Enterobacter,2,28,0.2659
2.21,Butyric acid,Glycerol,Enterobacter,2,28,0.2659
6.75,Acetyl-ornithine,Glycerol,Enterobacter,2,28,0.2659
0,Valine,Glycerol,Enterobacter,2,28,0.2659
8.11,Succinic acid,Glycerol,Enterobacter,2,28,0.2659
11.3,Propionic acid,Glycerol,Enterobacter,2,28,0.2659
1.83,alpha-Ketoglutaric acid,Glycerol,Enterobacter,2,28,0.2659
0,Hippuric acid,Glycerol,Enterobacter,2,28,0.2659
0,Asparagine,Glycerol,Enterobacter,2,28,0.2659
12.3,Citric acid,Glycerol,Enterobacter,2,28,0.2659
0,Methionine,Glycerol,Enterobacter,2,28,0.2659
5.25,Putrescine,Glycerol,Enterobacter,2,28,0.2659
1.2,Valeric acid,Glycerol,Enterobacter,2,28,0.2659
2380,Acetic acid,Glycerol,Enterobacter,2,28,0.2659
67.9,Succinic acid,Glycerol,Enterobacter,1,48,0.2991
0,Serine,Glycerol,Enterobacter,1,48,0.2991
0,Alanine,Glycerol,Enterobacter,1,48,0.2991
0.715,alpha-Ketoglutaric acid,Glycerol,Enterobacter,1,48,0.2991
0,Asparagine,Glycerol,Enterobacter,1,48,0.2991
0,Valine,Glycerol,Enterobacter,1,48,0.2991
13,Acetyl-ornithine,Glycerol,Enterobacter,1,48,0.2991
3.02,Butyric acid,Glycerol,Enterobacter,1,48,0.2991
0.0839,Methionine,Glycerol,Enterobacter,1,48,0.2991
3.12,Glycine,Glycerol,Enterobacter,1,48,0.2991
13.9,Propionic acid,Glycerol,Enterobacter,1,48,0.2991
0.799,Pyruvic acid,Glycerol,Enterobacter,1,48,0.2991
1060,Lactic acid,Glycerol,Enterobacter,1,48,0.2991
