,Metabolite,Carbon source,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],Species,Dataset,Metabolite id,Charge,Phosphate,Compound class,Comment,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotatable Bond Count,Topological Polar Surface Area,Charge (pubchem),xlogP,pubchem id,Formula,Molecular weight [g/mol],ECMDB name,ECMDB ID,Park et al. name,Thorfinnsdottir et al. abbrv,Intracellular concentration [uM],log10(Rate [mmol/gDW/h]),log10(Metabolite value [gDW/mmol]),Rate [mmol C/gDW/h],Rate [g/gDW/h],Metabolite value [gDW/mmol C],Metabolite value [gDW/g],log10(Rate [mmol C/gDW/h]),log10(Rate [g/gDW/h]),log10(Metabolite value [gDW/mmol C]),log10(Metabolite value [gDW/g]),log10(Turnover [mmol/gDW/h]),Species - Carbon source,Intracellular concentration [M]
71,Acetate,Succinate,0.0999817788515062,0.0069402400239371,0.0318676506317672,2.0,59.04402,0.0786139800343177,Pseudomonas,Vila-23,ac,-1.0,0.0,Carboxylic acid,"LB, stationary phase overnight",0.0,2.0,0.0,40.1,-1.0,0.4,175.0,C2H3O2-,59.04,Acetic acid,ECMDB00042,,,,-1.0000791406528349,-1.4966499526940995,0.1999635577030124,0.00590332615014391,0.0159338253158836,0.5397269805099177,-0.6990491449888536,-2.2289032219804223,-1.7976799483580808,-0.26782587136651204,-1.1045002158959407,Pseudomonas - Succinate,
72,Acetate,Fumarate,0.094683268806605,0.001152205627596,0.0316622546965711,2.0,59.04402,0.0950097268356997,Pseudomonas,Vila-23,ac,-1.0,0.0,Carboxylic acid,"LB, stationary phase overnight",0.0,2.0,0.0,40.1,-1.0,0.4,175.0,C2H3O2-,59.04,Acetic acid,ECMDB00042,,,,-1.0237267570783435,-1.4994581618863778,0.18936653761321,0.005590480817082563,0.01583112734828555,0.5362482889303793,-0.7226967614143622,-2.2525508384059307,-1.800488157550359,-0.27063408055879035,-1.022231930555082,Pseudomonas - Fumarate,
73,Acetyl-ornithine,D-Glucose,0.0055373203871539,0.001092350976003,0.1275029909343555,7.0,174.19765999999998,0.0702705213041554,Ecoli,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,43.3,-2.256700347655202,-0.8944796275355082,0.038761242710077304,0.0009645882541125034,0.018214712990622214,0.7319443380258697,-1.411602307640945,-3.015658030829213,-1.739577667549765,-0.13552194436149656,-1.1532268246230444,Ecoli - D-Glucose,4.3299999999999995e-05
74,Acetyl-ornithine,L-Malate,0.0029996836463461,0.0011819424070226,0.1227444017012135,7.0,174.19765999999998,0.0383010011322197,Ecoli,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,197.76666666666665,-2.522924544577249,-0.9109983066649978,0.020997785524422698,0.0005225378719337582,0.017534914528744786,0.704627155733398,-1.6778265045629919,-3.2818822277512605,-1.7560963466792547,-0.15204062349098627,-1.4167898740596727,Ecoli - L-Malate,0.00019776666666666663
75,Acetyl-ornithine,D-Fructose,0.0049738432224028,0.0002007952891382,0.1275742946727803,7.0,174.19765999999998,0.0634852883097074,Ecoli,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,197.76666666666665,-2.303307907992181,-0.894236824097563,0.0348169025568196,0.0008664318505494272,0.018224899238968615,0.732353664640388,-1.4582098679779245,-3.062265591166193,-1.7393348641118198,-0.13527914092355142,-1.197326903781316,Ecoli - D-Fructose,0.00019776666666666663
76,Acetyl-ornithine,D-Galactose,0.0072848841196408,3.602291053378464e-05,0.1275617550561908,7.0,174.19765999999998,0.0400290521587687,Ecoli,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,197.76666666666665,-2.137577352143933,-0.8942795141548887,0.0509941888374856,0.0012690097670125873,0.018223107865170115,0.7322816796516717,-1.2924793121296763,-2.8965350353179447,-1.7393775541691456,-0.1353218309808771,-1.3976246933595473,Ecoli - D-Galactose,0.00019776666666666663
77,Acetyl-ornithine,D-Ribose,0.0067844032980798,0.0011474751581116,0.1275405573528371,7.0,174.19765999999998,0.0506536672966879,Ecoli,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,197.76666666666665,-2.1684883433980664,-0.8943516894756829,0.0474908230865586,0.0011818271790217836,0.01822007962183387,0.7321599920046981,-1.3233903033838095,-2.927446026572078,-1.7394497294899398,-0.13539400630167125,-1.2953891064920746,Ecoli - D-Ribose,0.00019776666666666663
78,Acetyl-ornithine,L-Arabinose,0.0022702154120939,5.127717079978512e-06,0.1275405573528093,7.0,174.19765999999998,0.0651622809093847,Ecoli,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,197.76666666666665,-2.643932932302399,-0.8943516894757775,0.0158915078846573,0.0003954662124826931,0.0182200796218299,0.7321599920045385,-1.798834892288142,-3.4028906154764105,-1.7394497294900344,-0.1353940063017659,-1.1860037222606694,Ecoli - L-Arabinose,0.00019776666666666663
79,Acetyl-ornithine,Glycerol,0.0040491738464441,0.0011134460090235,0.1259183800581015,7.0,174.19765999999998,0.0511129510928788,Ecoli,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,398.0,-2.3926335769163027,-0.8999108721542688,0.028344216925108703,0.0007053566089837615,0.017988340008300213,0.7228477125243904,-1.5475355369020458,-3.151591260090314,-1.7450089121685255,-0.1409531889802572,-1.2914690435927338,Ecoli - Glycerol,0.00039799999999999997
80,Acetyl-ornithine,Pyruvate,0.0036113558259068,0.0012171514347914,0.1273453826667964,7.0,174.19765999999998,0.0583179260715636,Ecoli,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,197.76666666666665,-2.442329718547825,-0.895016797215365,0.0252794907813476,0.0006290897343003319,0.018192197523828058,0.7310395711790642,-1.5972316785335683,-3.2012874017218365,-1.7401148372296218,-0.13605911404135332,-1.2341979289920548,Ecoli - Pyruvate,0.00019776666666666663
81,Acetyl-ornithine,D-Glucose,0.0036807024843879,0.0004047122179756,0.1272503684028092,7.0,174.19765999999998,0.1462554939068307,Enterobacter,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-2.4340692856803505,-0.8953409516625156,0.025764917390715302,0.0006411697599365587,0.01817862405754417,0.7304941317972309,-1.5889712456660934,-3.1930269688543618,-1.7404389916767724,-0.13638326848850402,-0.8348878112040244,Enterobacter - D-Glucose,
82,Acetyl-ornithine,L-Malate,0.0024736441165377,0.0003848575321533,0.1225639380253884,7.0,174.19765999999998,0.0934326371517157,Enterobacter,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-2.606662782209525,-0.9116372934423803,0.0173155088157639,0.0004309030167736346,0.017509134003626914,0.703591185010111,-1.7615647421952683,-3.365620465383537,-1.7567353334566371,-0.1526796102683687,-1.0295013929454058,Enterobacter - L-Malate,
83,Acetyl-ornithine,D-Fructose,0.002533668265317,0.0007934346722004,0.1195717796050599,7.0,174.19765999999998,0.1437683400647674,Enterobacter,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-2.5962502481635057,-0.9223713070362695,0.017735677857219,0.00044135908303448055,0.017081682800722843,0.6864143846998857,-1.7511522081492488,-3.355207931337517,-1.7674693470505263,-0.16341362386225786,-0.8423367415540145,Enterobacter - D-Fructose,
84,Acetyl-ornithine,Glycerol,0.000757872302925,6.891498708684111e-05,0.1082804472204213,7.0,174.19765999999998,0.166040969040445,Enterobacter,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.120403964297962,-0.9654499591726795,0.005305106120475,0.00013201958174834612,0.015468635317203041,0.6215953028325484,-2.2753059242837055,-3.8793616474719737,-1.8105479991869362,-0.20649227599866787,-0.7797847406772214,Enterobacter - Glycerol,
85,Acetyl-ornithine,Pyruvate,0.0022703595417583,0.000129905376595,0.1270946241612669,7.0,174.19765999999998,0.103802985555172,Enterobacter,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-2.6439053610284593,-0.8958728188124206,0.0158925167923081,0.0003954913195329681,0.018156374880180987,0.7296000655879471,-1.7988073210142024,-3.402863044202471,-1.7409708588266775,-0.13691513563840912,-0.9837901552400652,Enterobacter - Pyruvate,
86,Acetyl-ornithine,L-Malate,0.0022113141191181,0.0008527495140407,0.1028213199817884,7.0,174.19765999999998,0.1417788992995756,Pputida,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-2.655349561125543,-0.9879168251224838,0.015479198833826702,0.0003852057450753343,0.014688759997398342,0.590256608394099,-1.8102515211112864,-3.414307244299555,-1.8330148651367406,-0.22895914194847222,-0.848388399615925,Pputida - L-Malate,
87,Acetyl-ornithine,Acetate,0.0006263668500018,1.574960491497041e-05,0.1252285749776427,7.0,174.19765999999998,0.1278248081658958,Pputida,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.203171235053335,-0.9022965613880866,0.0043845679500126005,0.00010911163957188455,0.017889796425377528,0.7188878138641053,-2.358073195039078,-3.9621289182273465,-1.7473946014023434,-0.14333887821407498,-0.8933848503718569,Pputida - Acetate,
88,Acetyl-ornithine,Pyruvate,0.0009607201557002,0.0003683436027165,0.1320611814722816,7.0,174.19765999999998,0.0908846727181624,Pputida,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.017403097798856,-0.8792248216730555,0.0067250410899014,0.0001673552030378105,0.0188658830674688,0.7581111105182561,-2.1723050577845995,-3.7763607809728676,-1.7243228616873123,-0.12026713849904393,-1.0415093523687002,Pputida - Pyruvate,
89,Acetyl-ornithine,D-Glucose,0.000895762720409,3.7244636773436576e-05,0.1412961015681474,7.0,174.19765999999998,0.0904268844178524,Pseudomonas,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.0478070158560064,-0.8498698203934637,0.006270339042862999,0.000156039769810482,0.0201851573668782,0.8111251412226055,-2.2027089758417495,-3.806764699030018,-1.6949678604077205,-0.09091213721945203,-1.0437024321516615,Pseudomonas - D-Glucose,
90,Acetyl-ornithine,L-Malate,0.0008035340714597,6.865729907178482e-05,0.1311836230945662,7.0,174.19765999999998,0.0979888585248912,Pseudomonas,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.0949957035512634,-0.882120378707283,0.0056247385002179,0.00013997375497855252,0.018740517584938027,0.7530733942956881,-2.2498976635370065,-3.853953386725275,-1.7272184187215398,-0.12316269553327139,-1.0088233014119146,Pseudomonas - L-Malate,
91,Acetyl-ornithine,Acetate,0.0003015684226373,6.651129477128182e-05,0.1274929735481739,7.0,174.19765999999998,0.0478440514725949,Pseudomonas,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.520614135588542,-0.8945137496091875,0.0021109789584611,5.253251355330868e-05,0.018213281935453414,0.7318868321662525,-2.675516095574285,-4.2795718187625535,-1.7396117896234444,-0.13555606643517587,-1.320172051057895,Pseudomonas - Acetate,
92,Acetyl-ornithine,Glycerol,0.0003753280640803,4.220219551324289e-05,0.1354576248798283,7.0,174.19765999999998,0.0529108577683585,Pseudomonas,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.42558896124762,-0.8681965436021482,0.0026272964485621,6.538127049511832e-05,0.0193510892685469,0.7776087513450428,-2.580490921233363,-4.184546644421632,-1.713294583616405,-0.10923886042813652,-1.2764551978131478,Pseudomonas - Glycerol,
93,Acetyl-ornithine,Pyruvate,0.0007682192522398,5.462246329242876e-05,0.13166574640079,7.0,174.19765999999998,0.0371046778613552,Pseudomonas,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.114514813238612,-0.8805271945447629,0.0053775347656786,0.00013382199610712292,0.01880939234297,0.755841073874299,-2.269416773224355,-3.873472496412623,-1.7256252345590197,-0.12156951137075134,-1.4305713345545965,Pseudomonas - Pyruvate,
94,Acetyl-ornithine,Succinate,0.0002703855795845,0.0001608786130293,0.1317837257638454,7.0,174.19765999999998,0.0518653558890409,Pseudomonas,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.5680164742462273,-0.8801382183258499,0.0018926990570915002,4.7100535261363674e-05,0.018826246537692198,0.7565183468242076,-2.7229184342319703,-4.3269741574202385,-1.7252362583401069,-0.12118053515183831,-1.2851226377218385,Pseudomonas - Succinate,
95,Acetyl-ornithine,Fumarate,0.0004280649509416,2.246287148924656e-05,0.1317753379550423,7.0,174.19765999999998,0.0626824044922165,Pseudomonas,Vila-23,acorn,0.0,0.0,Other,,3.0,4.0,5.0,92.4,0.0,-4.8,439232.0,C7H14N2O3,174.2,N-Acetylornithine,ECMDB03357,N-acetyl-ornithine,,,-3.368490329829318,-0.8801658613067307,0.0029964546565912,7.456791278204151e-05,0.018825048279291757,0.7564701957250304,-2.523392289815061,-4.127448013003329,-1.7252639013209876,-0.12120817813271915,-1.202854352380979,Pseudomonas - Fumarate,
96,Adenosine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
97,Adenosine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
98,Adenosine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
99,"Adenosine 3',5'-cyclic phosphate",Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
100,"Adenosine 3',5'-cyclic phosphate",L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
101,"Adenosine 3',5'-cyclic phosphate",L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
102,Adipate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
103,Adipate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
104,Adipate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
105,Aicar,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
106,Aicar,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
107,Aicar,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
108,Alanine,Galactose,-0.0005832213060638,0.0001477202193286,0.039081170036892,3.0,89.09318,0.4080297458670923,E. coli,SINTEF-23,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,1197.9,,-1.408032442574574,-0.0017496639181914001,-5.196104080097723e-05,0.013027056678964,0.43865501306488336,,,-1.8851536972942364,-0.3578769030454714,-0.38930817515757055,E. coli - Galactose,0.0011979
109,Alanine,L-malate,-0.0024235603365261,0.0002999839734221,0.0105613054009578,3.0,89.09318,0.5563726707541018,E. coli,SINTEF-23,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,1197.9,,-1.9762823987156166,-0.007270681009578299,-0.00021592269730298042,0.0035204351336526,0.11854224308704436,,,-2.453403653435279,-0.926126859186514,-0.2546342108729943,E. coli - L-malate,0.0011979
110,Alanine,L-alanine,-17.25209652088157,0.6062022748175045,0.0065626521416728,3.0,89.09318,7.167828903146415,E. coli,SINTEF-23,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,1197.9,,-2.182920615239616,-51.75628956264471,-1.5370441407122755,0.0021875507138909333,0.073660544406124,,,-2.660041869959278,-1.1327650757105132,0.855387630121392,E. coli - L-alanine,0.0011979
111,Alanine,Glucose,9.975274134111496e-05,1.1566108023206015e-05,0.0237651676148309,3.0,89.09318,0.6296224139120967,E. coli,Paczia-12,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,1113.5,-4.001075160473694,-1.624059118295819,0.0002992582240233449,8.887288939797398e-06,0.007921722538276967,0.26674508211325376,-3.5239539057540314,-5.0512307000027965,-2.1011803730154814,-0.5739035787667165,-0.20091981993572158,E. coli - Glucose,0.0011135
112,Alanine,Glucose,0.0013987545202311,0.0001009745648747,0.0445501316140517,3.0,89.09318,0.2695942539104767,C. glutamicum,Paczia-12,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,,-2.8542584969903126,-1.3511510085929435,0.0041962635606933,0.00012461948824676305,0.014850043871350567,0.5000397517975191,-2.37713724227065,-3.904414036519415,-1.8282722633126058,-0.30099546906384084,-0.5692893685223506,C. glutamicum - Glucose,
113,Alanine,Glucose,0.0249872244376889,0.0070172641273473,0.035225017784024,3.0,89.09318,2.1092284180532967,B. licheniformis,Paczia-12,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,,-1.602281982302582,-1.4531487789566744,0.0749616733130667,0.0022261912845274166,0.011741672594674667,0.39537277470648147,-1.1251607275829196,-2.6524375218316845,-1.9302700336763368,-0.40299323942757176,0.32412361403463563,B. licheniformis - Glucose,
114,Alanine,Glucose,0.0001557233170833,0.0001476009205767,0.0036603714274663,3.0,89.09318,0.2034620555271377,S. cerevisiae,Paczia-12,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,,-3.807646353890236,-2.436474843372107,0.00046716995124989995,1.3873885519099522e-05,0.0012201238091554335,0.0410847544948592,-3.3305250991705737,-4.857801893419339,-2.913596098091769,-1.386319303843004,-0.691516572245702,S. cerevisiae - Glucose,
115,Alanine,D-Glucose,0.0893730030749774,0.0374851970178978,0.04766052820106,3.0,89.09318,0.1385400128274346,Ecoli,Vila-23,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,1113.5,-1.0487936488351355,-1.3218411488646247,0.2681190092249322,0.007962525050099516,0.01588684273368667,0.5349514766569113,-0.571672394115473,-2.098949188364238,-1.798962403584287,-0.27168560933552205,-0.8584247764878056,Ecoli - D-Glucose,0.0011135
116,Alanine,D-Galactose,0.0503982972275678,0.0046720017178116,0.0477194185774576,3.0,89.09318,0.0796223469341354,Ecoli,Vila-23,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,1197.9,-1.2975841365140712,-1.321304856496669,0.1511948916827034,0.0044901445665892,0.015906472859152535,0.5356124742371706,-0.8204628817944088,-2.3477396760431737,-1.7984261112163313,-0.2711493169675662,-1.0989650253763559,Ecoli - D-Galactose,0.0011979
117,Alanine,D-Glucose,0.0849894515947188,0.0131374500419762,0.0475070247297926,3.0,89.09318,0.5001539164027042,Enterobacter,Vila-23,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,,-1.0706349730914204,-1.323242167726334,0.25496835478415636,0.007571980509029569,0.015835674909930868,0.5332285224277841,-0.5935137183717579,-2.120790512620523,-1.8003634224459966,-0.27308662819723145,-0.3008963261481191,Enterobacter - D-Glucose,
118,Alanine,D-Fructose,0.0582882316724935,0.002112737369134,0.0386397939301008,3.0,89.09318,0.4891176899385947,Enterobacter,Vila-23,ala__L,0.0,0.0,Amino acid,,2.0,3.0,1.0,63.3,0.0,-3.0,5950.0,C3H7NO2,89.09,L-Alanine,ECMDB00161,alanine,Ala,,-1.2344191199512262,-1.412965198386429,0.1748646950174805,0.005193083916279166,0.0128799313100336,0.43370091773692215,-0.7572978652315638,-2.2845746594803287,-1.8900864531060915,-0.3628096588573266,-0.3105866297491818,Enterobacter - D-Fructose,
119,Allantoin,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
120,Allantoin,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
121,Allantoin,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
122,Alpha-aminoadipate,Galactose,2.8487276957775643e-05,1.6495722382413477e-05,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,C6H11NO4,161.16,Aminoadipic acid,ECMDB00510,,,,-4.545349062123511,,,,,,,,,,,E. coli - Galactose,
123,Alpha-aminoadipate,L-malate,4.220041571529238e-05,4.062508752669296e-05,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,C6H11NO4,161.16,Aminoadipic acid,ECMDB00510,,,,-4.374683270792633,,,,,,,,,,,E. coli - L-malate,
124,Alpha-aminoadipate,L-alanine,6.407048415693967e-05,2.352562132024874e-05,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,3.0,5.0,5.0,101.0,0.0,-3.1,469.0,C6H11NO4,161.16,Aminoadipic acid,ECMDB00510,,,,-4.19334199419305,,,,,,,,,,,E. coli - L-alanine,
125,Alpha-aminobutyrate,Galactose,,,,,,,E. coli,SINTEF-23,,-1.0,0.0,Other,,1.0,3.0,1.0,66.2,-1.0,-1.9,21889526.0,C4H8NO2-,102.11,,,,,,,,,,,,,,,,,E. coli - Galactose,
126,Alpha-aminobutyrate,L-malate,,,,,,,E. coli,SINTEF-23,,-1.0,0.0,Other,,1.0,3.0,1.0,66.2,-1.0,-1.9,21889526.0,C4H8NO2-,102.11,,,,,,,,,,,,,,,,,E. coli - L-malate,
127,Alpha-aminobutyrate,L-alanine,0.187598139539883,0.0204495612209364,,,,,E. coli,SINTEF-23,,-1.0,0.0,Other,,1.0,3.0,1.0,66.2,-1.0,-1.9,21889526.0,C4H8NO2-,102.11,,,,,,-0.7267714729482609,,,,,,,,,,,E. coli - L-alanine,
128,Alpha-glucose (cl adduct),Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
129,Alpha-glucose (cl adduct),L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
130,Alpha-glucose (cl adduct),L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
131,Alpha-ketoglutarate,Glucose,0.0041229772095017,0.0014549530569801,0.0362628882176863,5.0,144.08226000000002,10.666347188874829,E. coli,Paczia-12,akg,-2.0,0.0,Other,,2.0,5.0,4.0,91.7,0.0,-0.9,51.0,C5H6O5,146.1,alpha-Ketoglutarate,ECMDB04123,a-ketoglutarate,aKG,234.24444444444444,-2.3847890658328903,-1.4405376087609045,0.0206148860475085,0.0005940478742734985,0.00725257764353726,0.2516818393720802,-1.6858190614968713,-3.2261785538487913,-2.1395076130969235,-0.5991481207450035,1.028015715832749,E. coli - Glucose,0.00023424444444444443
132,Alpha-ketoglutarate,Glucose,0.0103291414015456,0.0015489820232585,0.0518456260300892,5.0,144.08226000000002,4.61482496552619,B. licheniformis,Paczia-12,akg,-2.0,0.0,Other,,2.0,5.0,4.0,91.7,0.0,-0.9,51.0,C5H6O5,146.1,alpha-Ketoglutarate,ECMDB04123,a-ketoglutarate,aKG,,-1.9859357772285204,-1.2852878770979637,0.051645707007728005,0.0014882460369942578,0.01036912520601784,0.3598335147580916,-1.2869657728925015,-2.8273252652444216,-1.9842578814339824,-0.4438983890820626,0.6641552334339341,B. licheniformis - Glucose,
