Batch-Tube,Timepoint,Medium,OD,AUC OD,Hours,Strain,Parallel,Batch,#,Exp. phase time limit,Tube,Well
1-2B,1.0,M9 20 mM glucose pH 7.4,0.023,0.0632299611776447,4.0,oppA,B,1.0,173,14.0,2B,
1-2B,2.0,M9 20 mM glucose pH 7.4,0.115,0.272563294510978,8.0,oppA,B,1.0,57,14.0,2B,
1-2B,2.0,M9 20 mM glucose pH 7.4,0.115,0.272563294510978,8.0,oppA,B,1.0,59,14.0,2B,
1-2B,3.0,M9 20 mM glucose pH 7.4,0.319,0.6843966278443114,10.0,oppA,B,1.0,509,14.0,2B,
1-2B,4.0,M9 20 mM glucose pH 7.4,0.732,1.076563294510978,11.0,oppA,B,1.0,469,14.0,2B,
1-2B,5.0,M9 20 mM glucose pH 7.4,0.99,1.9504799611776449,12.0,oppA,B,1.0,1045,14.0,2B,
1-2B,6.0,M9 20 mM glucose pH 7.4,1.25,3.057229961177645,13.0,oppA,B,1.0,885,14.0,2B,
1-2B,7.0,M9 20 mM glucose pH 7.4,1.438,4.407229961177644,14.0,oppA,B,1.0,1361,14.0,2B,
1-2B,8.0,M9 20 mM glucose pH 7.4,1.547,5.906896627844311,15.0,oppA,B,1.0,1517,14.0,2B,
1-2B,9.0,M9 20 mM glucose pH 7.4,1.569,7.472146627844311,16.0,oppA,B,1.0,1625,14.0,2B,
1-2B,10.0,M9 20 mM glucose pH 7.4,1.514,13.472688294510975,20.0,oppA,B,1.0,1809,14.0,2B,
1-2C,1.0,M9 20 mM glucose pH 7.4,0.024,0.0664091627744511,4.0,oppA,C,1.0,145,14.0,2C,
1-2C,2.0,M9 20 mM glucose pH 7.4,0.108,0.2717424961077844,8.0,oppA,C,1.0,49,14.0,2C,
1-2C,3.0,M9 20 mM glucose pH 7.4,0.298,0.6567424961077843,10.0,oppA,C,1.0,521,14.0,2C,
1-2C,4.0,M9 20 mM glucose pH 7.4,0.677,1.0232424961077844,11.0,oppA,C,1.0,477,14.0,2C,
1-2C,5.0,M9 20 mM glucose pH 7.4,0.926,1.8355758294411175,12.0,oppA,C,1.0,1141,14.0,2C,
1-2C,6.0,M9 20 mM glucose pH 7.4,1.179,2.876575829441118,13.0,oppA,C,1.0,1085,14.0,2C,
1-2C,7.0,M9 20 mM glucose pH 7.4,1.363,4.153325829441118,14.0,oppA,C,1.0,1229,14.0,2C,
1-2C,8.0,M9 20 mM glucose pH 7.4,1.494,5.584909162774451,15.0,oppA,C,1.0,1417,14.0,2C,
1-2C,9.0,M9 20 mM glucose pH 7.4,1.555,7.1152424961077845,16.0,oppA,C,1.0,1909,14.0,2C,
1-2C,9.0,M9 20 mM glucose pH 7.4,1.555,7.1152424961077845,16.0,oppA,C,1.0,1910,14.0,2C,
1-2C,9.0,M9 20 mM glucose pH 7.4,1.555,7.1152424961077845,16.0,oppA,C,1.0,1911,14.0,2C,
1-2C,10.0,M9 20 mM glucose pH 7.4,1.509,13.234492496107784,20.0,oppA,C,1.0,1645,14.0,2C,
1-3A,1.0,M9 20 mM glucose pH 7.4,0.023,0.0706297909680638,4.0,ompC,A,1.0,237,14.0,3A,
1-3A,2.0,M9 20 mM glucose pH 7.4,0.101,0.2546297909680639,8.0,ompC,A,1.0,217,14.0,3A,
1-3A,3.0,M9 20 mM glucose pH 7.4,0.303,0.6354631243013972,10.0,ompC,A,1.0,537,14.0,3A,
1-3A,4.0,M9 20 mM glucose pH 7.4,0.69,1.0121297909680638,11.0,ompC,A,1.0,653,14.0,3A,
1-3A,5.0,M9 20 mM glucose pH 7.4,0.944,1.840213124301397,12.0,ompC,A,1.0,813,14.0,3A,
1-3A,6.0,M9 20 mM glucose pH 7.4,1.202,2.901463124301397,13.0,ompC,A,1.0,1033,14.0,3A,
1-3A,7.0,M9 20 mM glucose pH 7.4,1.367,4.1937131243013965,14.0,ompC,A,1.0,1225,14.0,3A,
1-3A,8.0,M9 20 mM glucose pH 7.4,1.433,5.602463124301396,15.0,ompC,A,1.0,1373,14.0,3A,
1-3A,9.0,M9 20 mM glucose pH 7.4,1.478,7.059713124301396,16.0,ompC,A,1.0,1553,14.0,3A,
1-3A,10.0,M9 20 mM glucose pH 7.4,1.385,12.67617145763473,20.0,ompC,A,1.0,1657,14.0,3A,
1-3B,1.0,M9 20 mM glucose pH 7.4,0.022,0.062517369510978,4.0,ompC,B,1.0,205,14.0,3B,
1-3B,2.0,M9 20 mM glucose pH 7.4,0.093,0.2351840361776447,8.0,ompC,B,1.0,113,14.0,3B,
1-3B,3.0,M9 20 mM glucose pH 7.4,0.289,0.594017369510978,10.0,ompC,B,1.0,565,14.0,3B,
1-3B,4.0,M9 20 mM glucose pH 7.4,0.683,0.9551840361776448,11.0,ompC,B,1.0,625,14.0,3B,
1-3B,5.0,M9 20 mM glucose pH 7.4,0.931,1.7743507028443113,12.0,ompC,B,1.0,1069,14.0,3B,
1-3B,6.0,M9 20 mM glucose pH 7.4,1.187,2.8198507028443114,13.0,ompC,B,1.0,789,14.0,3B,
1-3B,7.0,M9 20 mM glucose pH 7.4,1.351,4.096517369510978,14.0,ompC,B,1.0,1221,14.0,3B,
1-3B,8.0,M9 20 mM glucose pH 7.4,1.461,5.503850702844311,15.0,ompC,B,1.0,1337,14.0,3B,
1-3B,9.0,M9 20 mM glucose pH 7.4,1.476,6.980267369510978,16.0,ompC,B,1.0,1893,14.0,3B,
1-3B,10.0,M9 20 mM glucose pH 7.4,1.385,12.619809036177642,20.0,ompC,B,1.0,1545,14.0,3B,
1-3C,1.0,M9 20 mM glucose pH 7.4,0.022,0.0723838092315369,4.0,ompC,C,1.0,245,14.0,3C,
1-3C,2.0,M9 20 mM glucose pH 7.4,0.092,0.2470504758982036,8.0,ompC,C,1.0,65,14.0,3C,
1-3C,3.0,M9 20 mM glucose pH 7.4,0.293,0.6077171425648703,10.0,ompC,C,1.0,497,14.0,3C,
1-3C,4.0,M9 20 mM glucose pH 7.4,0.663,0.9753004758982036,11.0,ompC,C,1.0,673,14.0,3C,
1-3C,5.0,M9 20 mM glucose pH 7.4,0.903,1.769133809231537,12.0,ompC,C,1.0,805,14.0,3C,
1-3C,6.0,M9 20 mM glucose pH 7.4,1.146,2.7823004758982037,13.0,ompC,C,1.0,1057,14.0,3C,
1-3C,7.0,M9 20 mM glucose pH 7.4,1.313,4.0181338092315375,14.0,ompC,C,1.0,1501,14.0,3C,
1-3C,8.0,M9 20 mM glucose pH 7.4,1.41,5.38496714256487,15.0,ompC,C,1.0,1449,14.0,3C,
1-3C,9.0,M9 20 mM glucose pH 7.4,1.468,6.827217142564869,16.0,ompC,C,1.0,1753,14.0,3C,
1-3C,10.0,M9 20 mM glucose pH 7.4,1.394,12.522383809231536,20.0,ompC,C,1.0,1829,14.0,3C,
1-4A,1.0,M9 20 mM glucose pH 7.4,0.02,0.0610921861776447,4.0,ompF,A,1.0,61,14.0,4A,
1-4A,2.0,M9 20 mM glucose pH 7.4,0.087,0.2230921861776447,8.0,ompF,A,1.0,197,14.0,4A,
1-4A,3.0,M9 20 mM glucose pH 7.4,0.264,0.5534255195109781,10.0,ompF,A,1.0,489,14.0,4A,
1-4A,4.0,M9 20 mM glucose pH 7.4,0.612,0.8823421861776448,11.0,ompF,A,1.0,737,14.0,4A,
1-4A,5.0,M9 20 mM glucose pH 7.4,0.858,1.6258421861776449,12.0,ompF,A,1.0,1077,14.0,4A,
1-4A,6.0,M9 20 mM glucose pH 7.4,1.137,2.6093421861776447,13.0,ompF,A,1.0,785,14.0,4A,
1-4A,7.0,M9 20 mM glucose pH 7.4,1.349,3.857925519510978,14.0,ompF,A,1.0,1525,14.0,4A,
1-4A,8.0,M9 20 mM glucose pH 7.4,1.502,5.287675519510978,15.0,ompF,A,1.0,1457,14.0,4A,
1-4A,9.0,M9 20 mM glucose pH 7.4,1.547,6.8211755195109784,16.0,ompF,A,1.0,1861,14.0,4A,
1-4A,10.0,M9 20 mM glucose pH 7.4,1.501,12.885925519510977,20.0,ompF,A,1.0,1773,14.0,4A,
1-4B,1.0,M9 20 mM glucose pH 7.4,0.021,0.0544049480538922,4.0,ompF,B,1.0,257,14.0,4B,
1-4B,2.0,M9 20 mM glucose pH 7.4,0.094,0.2270716147205589,8.0,ompF,B,1.0,373,14.0,4B,
1-4B,3.0,M9 20 mM glucose pH 7.4,0.271,0.5722382813872255,10.0,ompF,B,1.0,669,14.0,4B,
1-4B,4.0,M9 20 mM glucose pH 7.4,0.639,0.9073216147205588,11.0,ompF,B,1.0,689,14.0,4B,
1-4B,5.0,M9 20 mM glucose pH 7.4,0.894,1.6832382813872258,12.0,ompF,B,1.0,985,14.0,4B,
1-4B,6.0,M9 20 mM glucose pH 7.4,1.169,2.7019882813872256,13.0,ompF,B,1.0,1053,14.0,4B,
1-4B,7.0,M9 20 mM glucose pH 7.4,1.368,3.976821614720559,14.0,ompF,B,1.0,1349,14.0,4B,
1-4B,8.0,M9 20 mM glucose pH 7.4,1.502,5.416321614720559,15.0,ompF,B,1.0,1173,14.0,4B,
1-4B,9.0,M9 20 mM glucose pH 7.4,1.544,6.946988281387226,16.0,ompF,B,1.0,1729,14.0,4B,
1-4B,10.0,M9 20 mM glucose pH 7.4,1.503,13.012863281387224,20.0,ompF,B,1.0,1761,14.0,4B,
1-4C,1.0,M9 20 mM glucose pH 7.4,0.025,0.0695883643712575,4.0,ompF,C,1.0,273,14.0,4C,
1-4C,2.0,M9 20 mM glucose pH 7.4,0.089,0.2495883643712574,8.0,ompF,C,1.0,221,14.0,4C,
1-4C,3.0,M9 20 mM glucose pH 7.4,0.263,0.5809216977045908,10.0,ompF,C,1.0,769,14.0,4C,
1-4C,4.0,M9 20 mM glucose pH 7.4,0.612,0.9080883643712574,11.0,ompF,C,1.0,405,14.0,4C,
1-4C,5.0,M9 20 mM glucose pH 7.4,0.864,1.6541716977045908,12.0,ompF,C,1.0,801,14.0,4C,
1-4C,6.0,M9 20 mM glucose pH 7.4,1.127,2.639755031037924,13.0,ompF,C,1.0,1133,14.0,4C,
1-4C,7.0,M9 20 mM glucose pH 7.4,1.351,3.882005031037924,14.0,ompF,C,1.0,1309,14.0,4C,
1-4C,8.0,M9 20 mM glucose pH 7.4,1.481,5.310421697704591,15.0,ompF,C,1.0,1189,14.0,4C,
1-4C,9.0,M9 20 mM glucose pH 7.4,1.534,6.824338364371258,16.0,ompF,C,1.0,1685,14.0,4C,
1-4C,10.0,M9 20 mM glucose pH 7.4,1.514,12.963588364371256,20.0,ompF,C,1.0,1833,14.0,4C,
1-5A,1.0,M9 20 mM glucose pH 7.4,0.022,0.062517369510978,4.0,yddG,A,1.0,369,14.0,5A,
1-5A,2.0,M9 20 mM glucose pH 7.4,0.102,0.238517369510978,8.0,yddG,A,1.0,277,14.0,5A,
1-5A,3.0,M9 20 mM glucose pH 7.4,0.314,0.6303507028443113,10.0,yddG,A,1.0,601,14.0,5A,
1-5A,4.0,M9 20 mM glucose pH 7.4,0.709,1.021517369510978,11.0,yddG,A,1.0,593,14.0,5A,
1-5A,5.0,M9 20 mM glucose pH 7.4,0.959,1.8676007028443111,12.0,yddG,A,1.0,1109,14.0,5A,
1-5A,6.0,M9 20 mM glucose pH 7.4,1.202,2.9371840361776447,13.0,yddG,A,1.0,973,14.0,5A,
1-5A,7.0,M9 20 mM glucose pH 7.4,1.364,4.226934036177645,14.0,yddG,A,1.0,1385,14.0,5A,
1-5A,8.0,M9 20 mM glucose pH 7.4,1.439,5.636184036177645,15.0,yddG,A,1.0,1313,14.0,5A,
1-5A,9.0,M9 20 mM glucose pH 7.4,1.483,7.099767369510978,16.0,yddG,A,1.0,1837,14.0,5A,
1-5A,10.0,M9 20 mM glucose pH 7.4,1.429,12.872434036177644,20.0,yddG,A,1.0,1865,14.0,5A,
1-5B,1.0,M9 20 mM glucose pH 7.4,0.023,0.0558301313872255,4.0,yddG,B,1.0,341,14.0,5B,
1-5B,2.0,M9 20 mM glucose pH 7.4,0.107,0.2438301313872255,8.0,yddG,B,1.0,117,14.0,5B,
1-5B,3.0,M9 20 mM glucose pH 7.4,0.33,0.6551634647205589,10.0,yddG,B,1.0,597,14.0,5B,
1-5B,4.0,M9 20 mM glucose pH 7.4,0.74,1.0665801313872256,11.0,yddG,B,1.0,753,14.0,5B,
1-5B,5.0,M9 20 mM glucose pH 7.4,0.99,1.944913464720559,12.0,yddG,B,1.0,845,14.0,5B,
1-5B,6.0,M9 20 mM glucose pH 7.4,1.234,3.0445801313872254,13.0,yddG,B,1.0,1041,14.0,5B,
1-5B,7.0,M9 20 mM glucose pH 7.4,1.378,4.358913464720558,14.0,yddG,B,1.0,1461,14.0,5B,
1-5B,8.0,M9 20 mM glucose pH 7.4,1.454,5.777913464720559,15.0,yddG,B,1.0,1473,14.0,5B,
1-5B,9.0,M9 20 mM glucose pH 7.4,1.503,7.258663464720559,16.0,yddG,B,1.0,1697,14.0,5B,
1-5B,10.0,M9 20 mM glucose pH 7.4,1.431,13.04891346472056,20.0,yddG,B,1.0,1713,14.0,5B,
1-5C,1.0,M9 20 mM glucose pH 7.4,0.024,0.0688757727045908,4.0,yddG,C,1.0,81,14.0,5C,
1-5C,2.0,M9 20 mM glucose pH 7.4,0.108,0.2688757727045908,8.0,yddG,C,1.0,101,14.0,5C,
1-5C,3.0,M9 20 mM glucose pH 7.4,0.343,0.6917091060379242,10.0,yddG,C,1.0,697,14.0,5C,
1-5C,4.0,M9 20 mM glucose pH 7.4,0.749,1.1216257727045909,11.0,yddG,C,1.0,421,14.0,5C,
1-5C,5.0,M9 20 mM glucose pH 7.4,1.005,2.011125772704591,12.0,yddG,C,1.0,825,14.0,5C,
1-5C,6.0,M9 20 mM glucose pH 7.4,1.236,3.123292439371257,13.0,yddG,C,1.0,1025,14.0,5C,
1-5C,7.0,M9 20 mM glucose pH 7.4,1.353,4.427292439371257,14.0,yddG,C,1.0,1469,14.0,5C,
1-5C,8.0,M9 20 mM glucose pH 7.4,1.453,5.82362577270459,15.0,yddG,C,1.0,1409,14.0,5C,
1-5C,9.0,M9 20 mM glucose pH 7.4,1.494,7.302042439371257,16.0,yddG,C,1.0,1769,14.0,5C,
1-5C,10.0,M9 20 mM glucose pH 7.4,1.442,13.121459106037925,20.0,yddG,C,1.0,1613,14.0,5C,
1-6A,1.0,M9 20 mM glucose pH 7.4,0.02,0.0586255762475049,4.0,ybjE,A,1.0,381,14.0,6A,
1-6A,2.0,M9 20 mM glucose pH 7.4,0.096,0.2292922429141716,8.0,ybjE,A,1.0,41,14.0,6A,
1-6A,3.0,M9 20 mM glucose pH 7.4,0.272,0.578125576247505,10.0,ybjE,A,1.0,505,14.0,6A,
1-6A,4.0,M9 20 mM glucose pH 7.4,0.629,0.913292242914172,11.0,ybjE,A,1.0,577,14.0,6A,
1-6A,5.0,M9 20 mM glucose pH 7.4,0.889,1.6803755762475052,12.0,ybjE,A,1.0,889,14.0,6A,
1-6A,6.0,M9 20 mM glucose pH 7.4,1.171,2.6986255762475055,13.0,ybjE,A,1.0,869,14.0,6A,
1-6A,7.0,M9 20 mM glucose pH 7.4,1.367,3.974792242914172,14.0,ybjE,A,1.0,1481,14.0,6A,
1-6A,8.0,M9 20 mM glucose pH 7.4,1.474,5.402958909580839,15.0,ybjE,A,1.0,1529,14.0,6A,
1-6A,9.0,M9 20 mM glucose pH 7.4,1.509,6.900458909580839,16.0,ybjE,A,1.0,1897,14.0,6A,
1-6A,10.0,M9 20 mM glucose pH 7.4,1.452,12.77883390958084,20.0,ybjE,A,1.0,1629,14.0,6A,
1-6B,1.0,M9 20 mM glucose pH 7.4,0.023,0.0508969115269461,4.0,ybjE,B,1.0,97,14.0,6B,
1-6B,2.0,M9 20 mM glucose pH 7.4,0.105,0.2402302448602794,8.0,ybjE,B,1.0,241,14.0,6B,
1-6B,3.0,M9 20 mM glucose pH 7.4,0.3,0.6237302448602794,10.0,ybjE,B,1.0,525,14.0,6B,
1-6B,4.0,M9 20 mM glucose pH 7.4,0.693,0.9939802448602794,11.0,ybjE,B,1.0,765,14.0,6B,
1-6B,5.0,M9 20 mM glucose pH 7.4,0.953,1.8280635781936128,12.0,ybjE,B,1.0,917,14.0,6B,
1-6B,6.0,M9 20 mM glucose pH 7.4,1.222,2.9029802448602795,13.0,ybjE,B,1.0,1089,14.0,6B,
1-6B,7.0,M9 20 mM glucose pH 7.4,1.412,4.226563578193613,14.0,ybjE,B,1.0,1465,14.0,6B,
1-6B,8.0,M9 20 mM glucose pH 7.4,1.525,5.701313578193613,15.0,ybjE,B,1.0,1253,14.0,6B,
1-6B,9.0,M9 20 mM glucose pH 7.4,1.517,7.232396911526946,16.0,ybjE,B,1.0,1877,14.0,6B,
1-6B,10.0,M9 20 mM glucose pH 7.4,1.459,13.13373024486028,20.0,ybjE,B,1.0,1825,14.0,6B,
1-6C,1.0,M9 20 mM glucose pH 7.4,0.023,0.0632299611776447,4.0,ybjE,C,1.0,105,14.0,6C,
1-6C,2.0,M9 20 mM glucose pH 7.4,0.099,0.2512299611776447,8.0,ybjE,C,1.0,193,14.0,6C,
1-6C,3.0,M9 20 mM glucose pH 7.4,0.276,0.6065632945109781,10.0,ybjE,C,1.0,541,14.0,6C,
1-6C,4.0,M9 20 mM glucose pH 7.4,0.64,0.9464799611776448,11.0,ybjE,C,1.0,445,14.0,6C,
1-6C,5.0,M9 20 mM glucose pH 7.4,0.885,1.7188966278443114,12.0,ybjE,C,1.0,1029,14.0,6C,
1-6C,6.0,M9 20 mM glucose pH 7.4,1.155,2.724813294510978,13.0,ybjE,C,1.0,905,14.0,6C,
1-6C,7.0,M9 20 mM glucose pH 7.4,1.353,3.984813294510978,14.0,ybjE,C,1.0,1161,14.0,6C,
1-6C,8.0,M9 20 mM glucose pH 7.4,1.493,5.411479961177644,15.0,ybjE,C,1.0,1405,14.0,6C,
1-6C,9.0,M9 20 mM glucose pH 7.4,1.537,6.934479961177644,16.0,ybjE,C,1.0,1661,14.0,6C,
1-6C,10.0,M9 20 mM glucose pH 7.4,1.476,12.90652162784431,20.0,ybjE,C,1.0,1805,14.0,6C,
1-7A,1.0,M9 20 mM glucose pH 7.4,0.025,0.064655144510978,4.0,satP,A,1.0,9,13.0,7A,
1-7A,2.0,M9 20 mM glucose pH 7.4,0.12,0.2759884778443113,8.0,satP,A,1.0,185,13.0,7A,
1-7A,3.0,M9 20 mM glucose pH 7.4,0.34,0.712155144510978,10.0,satP,A,1.0,761,13.0,7A,
1-7A,4.0,M9 20 mM glucose pH 7.4,0.813,1.1309884778443111,11.0,satP,A,1.0,553,13.0,7A,
1-7A,5.0,M9 20 mM glucose pH 7.4,1.091,2.0992384778443114,12.0,satP,A,1.0,1049,13.0,7A,
1-7A,6.0,M9 20 mM glucose pH 7.4,1.342,3.303988477844311,13.0,satP,A,1.0,1137,13.0,7A,
1-7A,7.0,M9 20 mM glucose pH 7.4,1.494,4.730238477844312,14.0,satP,A,1.0,1509,13.0,7A,
1-7A,8.0,M9 20 mM glucose pH 7.4,1.567,6.265655144510978,15.0,satP,A,1.0,1301,13.0,7A,
1-7A,9.0,M9 20 mM glucose pH 7.4,1.543,7.828738477844311,16.0,satP,A,1.0,1725,13.0,7A,
1-7A,10.0,M9 20 mM glucose pH 7.4,1.489,13.831238477844312,20.0,satP,A,1.0,1561,13.0,7A,
1-7B,1.0,M9 20 mM glucose pH 7.4,0.023,0.0632299611776447,4.0,satP,B,1.0,141,13.0,7B,
1-7B,2.0,M9 20 mM glucose pH 7.4,0.117,0.268563294510978,8.0,satP,B,1.0,349,13.0,7B,
1-7B,3.0,M9 20 mM glucose pH 7.4,0.334,0.6958966278443114,10.0,satP,B,1.0,517,13.0,7B,
1-7B,4.0,M9 20 mM glucose pH 7.4,0.791,1.107813294510978,11.0,satP,B,1.0,429,13.0,7B,
1-7B,5.0,M9 20 mM glucose pH 7.4,1.071,2.053563294510978,12.0,satP,B,1.0,1153,13.0,7B,
1-7B,6.0,M9 20 mM glucose pH 7.4,1.319,3.239146627844311,13.0,satP,B,1.0,909,13.0,7B,
1-7B,7.0,M9 20 mM glucose pH 7.4,1.446,4.631729961177644,14.0,satP,B,1.0,1165,13.0,7B,
1-7B,8.0,M9 20 mM glucose pH 7.4,1.566,6.128813294510978,15.0,satP,B,1.0,1233,13.0,7B,
1-7B,9.0,M9 20 mM glucose pH 7.4,1.56,7.702313294510979,16.0,satP,B,1.0,1869,13.0,7B,
1-7B,10.0,M9 20 mM glucose pH 7.4,1.485,13.683104961177644,20.0,satP,B,1.0,1705,13.0,7B,
1-7C,1.0,M9 20 mM glucose pH 7.4,0.024,0.0639425528443113,4.0,satP,C,1.0,129,13.0,7C,
1-7C,2.0,M9 20 mM glucose pH 7.4,0.114,0.2732758861776447,8.0,satP,C,1.0,385,13.0,7C,
1-7C,3.0,M9 20 mM glucose pH 7.4,0.318,0.6829425528443114,10.0,satP,C,1.0,613,13.0,7C,
1-7C,4.0,M9 20 mM glucose pH 7.4,0.746,1.0742758861776447,11.0,satP,C,1.0,701,13.0,7C,
1-7C,5.0,M9 20 mM glucose pH 7.4,1.014,1.967609219510978,12.0,satP,C,1.0,1157,13.0,7C,
1-7C,6.0,M9 20 mM glucose pH 7.4,1.271,3.0986092195109776,13.0,satP,C,1.0,1005,13.0,7C,
1-7C,7.0,M9 20 mM glucose pH 7.4,1.428,4.456442552844311,14.0,satP,C,1.0,1177,13.0,7C,
1-7C,8.0,M9 20 mM glucose pH 7.4,1.535,5.93794255284431,15.0,satP,C,1.0,1485,13.0,7C,
1-7C,9.0,M9 20 mM glucose pH 7.4,1.553,7.489359219510977,16.0,satP,C,1.0,1621,13.0,7C,
1-7C,10.0,M9 20 mM glucose pH 7.4,1.485,13.48044255284431,20.0,satP,C,1.0,1737,13.0,7C,
1-8A,1.0,M9 20 mM glucose pH 7.4,0.021,0.0593381679141716,4.0,yedA,A,1.0,213,14.0,8A,
1-8A,2.0,M9 20 mM glucose pH 7.4,0.101,0.236671501247505,8.0,yedA,A,1.0,309,14.0,8A,
1-8A,3.0,M9 20 mM glucose pH 7.4,0.294,0.6103381679141716,10.0,yedA,A,1.0,529,14.0,8A,
1-8A,4.0,M9 20 mM glucose pH 7.4,0.711,0.973921501247505,11.0,yedA,A,1.0,493,14.0,8A,
1-8A,5.0,M9 20 mM glucose pH 7.4,0.991,1.8363381679141717,12.0,yedA,A,1.0,1081,14.0,8A,
1-8A,6.0,M9 20 mM glucose pH 7.4,1.275,2.957254834580838,13.0,yedA,A,1.0,929,14.0,8A,
1-8A,7.0,M9 20 mM glucose pH 7.4,1.407,4.310921501247504,14.0,yedA,A,1.0,1433,14.0,8A,
1-8A,8.0,M9 20 mM glucose pH 7.4,1.527,5.767254834580838,15.0,yedA,A,1.0,1389,14.0,8A,
1-8A,9.0,M9 20 mM glucose pH 7.4,1.533,7.306754834580837,16.0,yedA,A,1.0,1841,14.0,8A,
1-8A,10.0,M9 20 mM glucose pH 7.4,1.484,13.315129834580835,20.0,yedA,A,1.0,1845,14.0,8A,
1-8B,1.0,M9 20 mM glucose pH 7.4,0.026,0.0678343461077844,4.0,yedA,B,1.0,157,14.0,8B,
1-8B,2.0,M9 20 mM glucose pH 7.4,0.112,0.2665010127744511,8.0,yedA,B,1.0,125,14.0,8B,
1-8B,3.0,M9 20 mM glucose pH 7.4,0.288,0.6491676794411178,10.0,yedA,B,1.0,573,14.0,8B,
1-8B,4.0,M9 20 mM glucose pH 7.4,0.719,0.9985010127744508,11.0,yedA,B,1.0,437,14.0,8B,
1-8B,5.0,M9 20 mM glucose pH 7.4,1.005,1.872584346107784,12.0,yedA,B,1.0,893,14.0,8B,
1-8B,6.0,M9 20 mM glucose pH 7.4,1.28,3.004834346107784,13.0,yedA,B,1.0,873,14.0,8B,
1-8B,7.0,M9 20 mM glucose pH 7.4,1.444,4.376084346107784,14.0,yedA,B,1.0,1381,14.0,8B,
1-8B,8.0,M9 20 mM glucose pH 7.4,1.553,5.87450101277445,15.0,yedA,B,1.0,1297,14.0,8B,
1-8B,9.0,M9 20 mM glucose pH 7.4,1.544,7.432834346107784,16.0,yedA,B,1.0,1889,14.0,8B,
1-8B,10.0,M9 20 mM glucose pH 7.4,1.487,13.436709346107785,20.0,yedA,B,1.0,1617,14.0,8B,
1-8C,1.0,M9 20 mM glucose pH 7.4,0.028,0.0741927493013972,4.0,yedA,C,1.0,89,14.0,8C,
1-8C,2.0,M9 20 mM glucose pH 7.4,0.129,0.3095260826347305,8.0,yedA,C,1.0,261,14.0,8C,
1-8C,3.0,M9 20 mM glucose pH 7.4,0.356,0.7700260826347305,10.0,yedA,C,1.0,409,14.0,8C,
1-8C,4.0,M9 20 mM glucose pH 7.4,0.801,1.2072760826347304,11.0,yedA,C,1.0,773,14.0,8C,
1-8C,5.0,M9 20 mM glucose pH 7.4,1.076,2.159942749301397,12.0,yedA,C,1.0,1145,14.0,8C,
1-8C,6.0,M9 20 mM glucose pH 7.4,1.328,3.351609415968064,13.0,yedA,C,1.0,1009,14.0,8C,
1-8C,7.0,M9 20 mM glucose pH 7.4,1.454,4.753109415968064,14.0,yedA,C,1.0,1377,14.0,8C,
1-8C,8.0,M9 20 mM glucose pH 7.4,1.555,6.25127608263473,15.0,yedA,C,1.0,1257,14.0,8C,
1-8C,9.0,M9 20 mM glucose pH 7.4,1.538,7.807609415968063,16.0,yedA,C,1.0,1745,14.0,8C,
1-8C,10.0,M9 20 mM glucose pH 7.4,1.476,13.773859415968063,20.0,yedA,C,1.0,1733,14.0,8C,
1-9A,1.0,M9 20 mM glucose pH 7.4,0.02,0.0561589663173652,4.0,ygaZ,A,1.0,153,14.0,9A,
1-9A,2.0,M9 20 mM glucose pH 7.4,0.072,0.1974922996506986,8.0,ygaZ,A,1.0,305,14.0,9A,
1-9A,3.0,M9 20 mM glucose pH 7.4,0.234,0.4834922996506985,10.0,ygaZ,A,1.0,717,14.0,9A,
1-9A,4.0,M9 20 mM glucose pH 7.4,0.565,0.7779922996506986,11.0,ygaZ,A,1.0,677,14.0,9A,
1-9A,5.0,M9 20 mM glucose pH 7.4,0.845,1.4872422996506989,12.0,ygaZ,A,1.0,969,14.0,9A,
1-9A,6.0,M9 20 mM glucose pH 7.4,1.092,2.4569922996506985,13.0,ygaZ,A,1.0,821,14.0,9A,
1-9A,7.0,M9 20 mM glucose pH 7.4,1.345,3.6749922996506985,14.0,ygaZ,A,1.0,1369,14.0,9A,
1-9A,8.0,M9 20 mM glucose pH 7.4,1.515,5.119325632984031,15.0,ygaZ,A,1.0,1321,14.0,9A,
1-9A,9.0,M9 20 mM glucose pH 7.4,1.571,6.6718256329840315,16.0,ygaZ,A,1.0,1777,14.0,9A,
1-9A,10.0,M9 20 mM glucose pH 7.4,1.514,12.831533966317364,20.0,ygaZ,A,1.0,1577,14.0,9A,
1-9B,1.0,M9 20 mM glucose pH 7.4,0.021,0.0593381679141716,4.0,ygaZ,B,1.0,77,14.0,9B,
1-9B,2.0,M9 20 mM glucose pH 7.4,0.071,0.2033381679141716,8.0,ygaZ,B,1.0,209,14.0,9B,
1-9B,3.0,M9 20 mM glucose pH 7.4,0.242,0.4945048345808382,10.0,ygaZ,B,1.0,645,14.0,9B,
1-9B,4.0,M9 20 mM glucose pH 7.4,0.566,0.8010881679141716,11.0,ygaZ,B,1.0,725,14.0,9B,
1-9B,5.0,M9 20 mM glucose pH 7.4,0.846,1.510754834580838,12.0,ygaZ,B,1.0,861,14.0,9B,
1-9B,6.0,M9 20 mM glucose pH 7.4,1.084,2.4790881679141714,13.0,ygaZ,B,1.0,829,14.0,9B,
1-9B,7.0,M9 20 mM glucose pH 7.4,1.359,3.697504834580838,14.0,ygaZ,B,1.0,1201,14.0,9B,
